State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Energy_Type
ID,NNTCB,22776,24808,26709,28366,33014,36092,38992,35929,40387,42389,49411,53152,60084,59296,55285,63776,49843,48269,46570,56792,51646,48107,42849,36833,40341,41115,35450,37780,41551,46904,46786,52741,50382,58294,59069,65687,69191,70801,71912,73361,74518,81804,73482,71754,78273,78118,79041,83904,90550,87072,85075,83947,90339,107089,93610,107871,110344,116017,Natural Gas
ID,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear Electric Power
ID,P1TCB,5480,7122,9247,7809,7996,9572,9307,8715,9276,12030,10711,9845,11639,10978,9295,8252,8614,8798,9425,8260,7209,5332,5145,5837,4531,5639,5076,4860,4052,6910,9883,7886,10877,11670,13452,14910,15067,15505,21949,21947,21916,13812,19092,6397,13146,12963,14934,11681,14508,9417,10007,9386,8697,8093,8248,11281,7846,7375,Other Petroleum
ID,RETCB,77688,70403,73984,73227,76892,79778,81379,82252,80804,76228,85735,89445,92776,97216,111472,118011,121380,85968,119334,113729,113407,115694,137262,152320,156188,132234,146356,101447,87409,124844,119701,116219,95136,125883,106260,139475,164045,179013,159820,167399,141037,104603,113187,108866,112076,122254,147635,127359,132813,136226,131969,177271,155902,140004,155236,153868,152298,173095,Total Renewables
ID,RFTCB,1291,2702,1403,1645,2715,2239,1352,892,1308,2586,1739,1771,1531,1517,3692,4297,4848,4339,5696,7679,3852,342,1351,652,398,540,127,401,354,284,293,277,135,236,130,46,41,14,29,38,12,142,503,2,0,1390,911,232,0,51,132,41,17,0,0,0,24,0,Residual Fueal
IL,BMTCB,31033,30135,30865,32563,32631,33209,35275,35570,38299,39935,39317,39199,39932,42523,42652,41624,46126,49962,61593,63281,90927,98923,107137,125003,123273,128846,139818,150417,159343,130459,101160,107182,112998,96425,99239,96147,81943,89677,89509,91739,95574,98429,109057,124112,122403,103506,97507,112657,126903,147147,151867,136437,133280,136125,139110,136859,142893,147487,Biomass
IL,CLTCB,914648,899157,912473,912344,944485,1014492,1072076,1030722,1006199,1012703,920303,843847,852205,884606,874930,845574,862231,860555,841562,845402,844481,796603,778512,848229,833205,811110,804201,783231,745182,720967,748159,757572,698647,812832,825387,826679,919858,974920,949046,958832,1016555,983729,986832,1010087,1069538,1047532,1045398,1091382,1103163,1014972,1069037,1052224,969294,1026925,1017855,850430,702467,685000,Coal
IL,DFTCB,248096,247129,241713,240593,242747,238890,228192,227842,250026,256112,259182,288351,314179,308634,306879,298528,333582,332134,345286,283493,213803,201024,189710,202638,217142,189809,206422,207432,200165,207093,251797,209110,207487,218696,184856,205500,215357,218214,235788,252322,249900,245535,231586,280149,271969,279812,285220,285101,276672,251882,251804,268920,252086,267032,285060,314050,296753,304268,Distillate Fuel Oil
IL,HLTCB,56961,57062,62454,66798,65218,71437,80373,89477,95529,108217,105960,107675,121888,125918,129388,127608,143908,140966,140564,185091,138395,120631,94539,95011,90979,94857,114635,148481,160081,45207,44611,51879,44935,76150,87769,91221,88877,87961,56602,80907,71633,64900,71953,55621,62468,72118,73470,74445,75535,73676,77601,73592,69818,71753,76575,70318,68405,69709,HGL
IL,HYTCB,1986,2101,1999,1855,1860,1827,1804,1874,1731,1781,1747,1429,1557,1339,1300,1274,1345,1351,1332,1345,1438,1399,1297,1414,1468,1422,1477,1116,671,1038,1497,1403,1441,1342,1244,1278,1092,992,1404,1453,1467,1488,1311,1402,1538,1290,1719,1519,1365,1331,1157,1365,1058,1148,1258,1160,1226,1153,Hydroelectric Power
IL,JFTCB,24435,31699,42721,52519,56480,68786,70807,95433,113893,120894,128157,136048,157649,164788,142544,140241,144486,153644,153665,137790,111291,95786,94161,90212,15014,15375,11455,11124,22224,25301,22258,36343,41812,51856,54438,58738,68471,70887,74641,103450,128702,105827,77014,75780,122172,224108,162039,167682,158721,141578,144846,144288,139866,137555,138153,150729,161010,159741,Jet Fuel
IL,MMTCB,409872,417025,432736,442163,447701,466302,486050,495814,529010,542993,562514,568874,598106,625255,608445,623201,644625,655289,685686,625699,572902,563627,552456,561835,551978,583680,570689,580497,609602,606972,556545,548307,558376,557416,562231,563739,570434,574126,572870,598140,600087,602651,612464,605226,620643,616854,620193,605008,569921,561816,551067,525900,516163,518320,519109,531239,544213,540246,Motor Gas excl Ethanol
IL,NNTCB,536127,576551,624035,655743,737326,778662,868621,979649,1027219,1121210,1203225,1260009,1237471,1176722,1175830,1123588,1204616,1199778,1196435,1170615,1076174,1053097,996628,956269,1056089,979924,920227,873837,972786,1007747,951868,999478,1003295,1043124,1038608,1093289,1136534,1095556,975542,1011875,1040261,958425,1051213,1001534,955972,972710,896138,968652,1003219,956553,962240,986310,939024,1063511,1108134,1011357,1045034,1034951,Natural Gas
IL,NUETB,2958,6144,13870,11093,11710,11393,16358,9325,10380,9111,27600,47396,141019,218614,218667,245760,292243,307424,360238,298772,302604,325199,305891,305571,379243,415387,450809,524124,733298,791821,760711,753444,772156,823235,759385,824598,732840,535916,583254,854224,932749,964500,948761,987308,959869,973293,982498,1004100,994526,998562,1005374,1002694,1010189,1014926,1023496,1017377,1031331,1016522,Nuclear Electric Power
IL,P1TCB,195790,184167,180709,182310,216554,226331,229068,222439,240038,236453,255628,240067,261909,293938,271145,255143,248179,257627,268494,263842,233733,152295,139188,161514,161176,164283,155876,168413,177991,194676,203194,185015,211092,184421,202384,192896,214224,209555,217995,234828,202103,191462,200565,207511,198385,207207,197929,191002,192221,169710,166331,159850,155615,165160,162931,166068,169074,166648,Other Petroleum
IL,RETCB,33020,32237,32864,34418,34491,35036,37080,37444,40029,41716,41064,40628,41490,43861,43952,42898,47471,51314,62925,64626,92366,100323,108434,126417,124741,130268,141294,151533,160014,131790,102981,108933,114816,98173,100880,97861,83498,91180,91481,93840,97688,100639,111211,126762,125972,107713,103546,122872,153751,178846,199724,201396,211473,232945,240190,242149,246635,265988,Total Renewables
IL,RFTCB,166815,165399,156121,162335,134520,145176,137547,152198,152325,165928,175718,150319,188654,188821,185096,176926,156307,172075,186266,183426,177743,130714,97237,86132,61895,40918,52280,43785,37141,25315,22597,21679,14766,14293,16982,9157,12549,8991,6573,3362,7192,19966,2467,14006,9504,3316,1617,839,1192,238,204,188,212,461,139,102,621,1269,Residual Fueal
IN,BMTCB,23477,23062,23293,23463,22696,22081,23325,22475,23233,23801,23295,22643,26828,27118,27370,26719,31049,34870,42076,47318,51217,53864,54622,63524,60559,65218,66688,71478,75580,64821,55709,57183,56616,48311,46872,49123,44255,40412,38669,42374,41611,46061,49816,51496,51699,56936,47177,58748,87913,94504,102130,108555,105085,109610,114594,119075,121212,119034,Biomass
IN,CLTCB,794942,798090,785052,815496,860401,900562,967518,930848,961526,996123,1006824,942253,1050876,1097874,1038072,1061168,1062942,1109953,1074576,1171644,1156965,1150611,1007163,1105128,1209499,1193273,1130131,1166555,1267244,1292598,1361800,1338976,1291098,1319875,1297228,1344410,1374505,1423469,1447976,1477167,1595037,1569235,1547530,1570700,1614210,1594399,1587100,1572084,1558078,1365413,1449371,1333442,1193465,1198611,1221492,1007472,948386,929271,Coal
IN,DFTCB,149743,149015,150655,150887,150955,151149,150689,152004,159252,171103,171133,178784,200372,203455,192638,190213,207733,216185,215433,210295,179383,168598,168055,161419,181944,180843,185088,190189,169579,196413,191974,187530,182307,188741,195902,194069,202031,214405,213715,228535,233443,191567,245334,270645,239471,254489,254216,249600,231165,201056,212698,224114,220280,238035,251982,245348,234610,214550,Distillate Fuel Oil
IN,HLTCB,21990,21138,23133,25967,20791,25453,29525,32483,34980,36108,34202,34641,39663,40451,42324,46034,53827,60112,51836,34943,29338,26694,24907,25249,19683,18143,22536,22595,25049,30221,34650,34388,25966,28533,26480,25220,31856,27781,20155,25272,31350,23186,32148,33640,30293,25584,23669,27572,28891,30120,26223,25996,20841,25245,24497,19845,18445,17844,HGL
IN,HYTCB,1079,1137,796,544,472,979,990,4888,5444,6170,5199,4513,3998,4984,4647,4623,4972,3898,3737,4540,4928,5317,4473,4401,4548,4451,5285,5279,4553,4697,4588,4164,5817,4623,4197,4818,4636,5736,4881,4162,6001,5897,4184,4293,4444,4382,4855,4447,4304,4914,4426,3972,4125,3692,3530,3553,3935,2820,Hydroelectric Power
IN,JFTCB,7127,7751,8981,9855,10321,10161,10509,12849,14998,14583,14213,14995,15694,15907,14393,14602,14636,14928,13956,14466,11996,15928,24488,24702,87366,87375,105305,108294,93585,99343,101264,97474,90535,92661,97990,98335,71303,62347,54749,63492,79413,66694,61109,53057,48526,39408,44595,42240,35514,42255,43109,51237,48301,46721,46653,46383,50198,55114,Jet Fuel
IN,MMTCB,229006,228155,236014,240667,242522,252413,263793,267601,286102,297807,309429,316482,333384,347131,337767,339551,353654,354270,370797,343388,316188,321250,296668,301743,304973,304340,315141,332599,336930,324116,325316,322022,325552,335671,342387,357095,358646,358185,380695,368618,374415,381966,375877,388225,389404,387136,386358,377509,356537,352845,355600,339463,336288,340239,339865,353481,357193,355608,Motor Gas excl Ethanol
IN,NNTCB,219758,248273,281781,297815,333685,357502,399896,434632,454467,531512,548640,570398,580410,541215,530276,472567,420969,394286,436149,499345,482288,487854,471776,425164,451395,433689,396365,412377,459359,465877,456002,460594,485267,521235,523523,538395,576285,559146,527435,558192,576102,505274,538368,566838,526391,535512,499753,543800,555489,511289,577423,635117,654528,680051,723942,735055,779945,747968,Natural Gas
IN,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear Electric Power
IN,P1TCB,110580,110182,117141,119993,124162,126310,128358,120232,133455,131191,140708,146355,143808,156739,149941,129937,124392,133910,149245,133776,113980,103451,95060,104467,107795,98017,102870,122345,126932,121822,138673,121618,129524,137419,148075,122626,142852,147133,139679,155259,126605,134936,135462,137487,152248,147724,144693,133919,121777,121761,103922,101295,86738,102507,100758,112544,95012,88852,Other Petroleum
IN,RETCB,24556,24199,24089,24007,23168,23060,24315,27363,28677,29971,28494,27156,30826,32102,32017,31342,36021,38768,45814,51858,56145,59181,59095,67925,65106,69669,71973,76758,80134,69984,60812,61906,63036,53578,51764,54693,49717,47036,44517,47598,48674,53112,55259,57431,57965,63421,54429,66013,97848,117153,139723,149114,144588,151650,157222,171064,177417,176422,Total Renewables
IN,RFTCB,82209,76989,67415,67886,71577,81939,76316,72125,72658,60329,61416,78015,90900,98404,114508,94349,123188,131464,128318,113897,91882,47546,29424,18895,13254,23687,27083,22595,19678,20294,24061,20242,25565,18148,18860,11526,8349,9295,7303,3531,4823,3548,2633,2848,5083,5391,6919,3804,4637,1492,1284,1574,1416,926,905,1064,1739,3631,Residual Fueal
KS,BMTCB,3912,3684,3508,3624,3534,3358,3391,3252,3353,3214,3659,3866,5654,5999,5846,5763,6472,6820,7491,7891,9002,8403,10323,10649,14596,14750,21730,20424,21607,17552,13652,14097,14026,13322,12823,12656,11467,9977,9495,9731,9482,9929,14324,17628,15318,17863,17327,23274,39419,37082,40486,41842,38714,40836,45882,44183,43583,42817,Biomass
KS,CLTCB,15724,13478,14595,16716,14827,15282,13680,12231,12740,9771,10701,10817,12416,24625,39107,62280,73379,89517,136849,147482,191574,212932,212511,231156,274843,259501,251692,267406,269294,267926,271741,268537,253303,302570,300955,289709,338314,310907,309382,329308,362797,354647,391664,389464,385498,379823,364212,396333,371804,356079,359908,346521,307585,326817,316572,273416,253121,216747,Coal
KS,DFTCB,27607,30116,30421,32443,31652,30621,35668,33922,38605,37327,43979,48840,52480,60014,62781,65667,70311,72555,83005,113911,86003,78134,80464,81600,86001,86804,82883,99419,97574,93754,97258,91012,86761,93290,85477,106059,96436,95302,92695,91123,86406,90483,95192,99507,99810,105579,110076,112158,116199,112481,110569,107436,108057,125117,139831,129534,119277,121136,Distillate Fuel Oil
KS,HLTCB,21396,22082,24158,25664,22787,24963,24188,27032,29901,32841,30379,29443,31353,31921,31635,33059,36969,37149,33332,35815,30439,26655,41964,42156,91701,84614,58376,57128,67246,67495,54271,46326,58670,28892,27485,17721,36835,51339,49868,76368,60812,39046,37669,59543,51933,10569,7174,60761,13846,13349,12403,11974,9614,11234,12072,11806,9095,9077,HGL
KS,HYTCB,211,171,162,174,140,140,138,97,106,67,71,75,48,32,70,48,54,33,49,38,86,80,68,58,78,93,87,93,119,104,138,110,101,51,102,116,113,142,117,126,156,264,130,126,126,113,96,104,104,125,129,143,99,139,154,177,282,269,Hydroelectric Power
KS,JFTCB,5097,5195,5583,5744,6697,5689,6207,8782,9524,9240,8587,8374,7974,7703,7723,7204,6812,7863,8351,10715,13788,13645,10190,8239,18696,24845,39691,24086,23424,21457,20719,18314,23197,20228,11013,13674,11390,12080,12242,19706,18339,12807,12107,18305,17602,9965,9937,8747,9839,13872,17205,16735,15641,10122,9315,9108,8724,7191,Jet Fuel
KS,MMTCB,124558,126133,130654,132103,130133,134081,135903,139209,146565,149867,151545,153052,163237,164279,162841,168120,177813,174785,175953,167490,155407,153767,150170,150253,149704,148184,149462,152985,161891,156814,150373,147297,146145,148076,151111,152625,160927,159534,166212,174043,165669,157371,146098,166586,164964,143627,161251,159412,150217,152904,152253,146516,147186,147735,149282,145168,154046,147083,Motor Gas excl Ethanol
KS,NNTCB,373664,364020,373666,367759,391306,440802,481093,446454,490591,540660,574542,605775,626853,597207,578795,490748,505408,497279,507973,571266,481990,422564,400519,345858,360762,354756,307990,343155,347982,338559,352645,373151,338755,386513,415552,367750,360921,338569,325041,302023,314868,273862,307432,284722,260117,258695,269274,291695,292523,292425,280413,285318,268086,288274,291483,280421,276404,278639,Natural Gas
KS,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40960,73616,67572,70503,102753,83328,61422,88906,82977,89145,105723,86176,88469,109219,95687,94495,108050,94413,92648,105664,92055,97570,108762,88812,91710,99876,76585,86818,74902,89512,90254,86245,111367,Nuclear Electric Power
KS,P1TCB,58654,60375,63261,62597,64063,74786,70660,64459,65166,66259,61335,61460,63847,72987,71839,70020,71411,77117,80122,81522,77604,56380,47835,49928,54063,46928,57298,59745,77502,69940,75037,62917,66166,59792,70456,63557,64007,54775,54401,55663,52243,69358,64614,61646,64081,59247,59341,58284,51951,52027,60339,52532,53661,50647,47963,49385,50557,49892,Other Petroleum
KS,RETCB,4123,3855,3670,3798,3674,3499,3529,3349,3459,3280,3730,3941,5702,6031,5915,5811,6526,6852,7540,7928,9088,8483,10392,10707,14676,14844,21818,20517,21727,17714,13869,14307,14248,13513,13084,12949,11792,10349,9895,10142,9920,10907,19525,21888,19513,22792,27865,35423,57572,65980,74768,79163,89265,132005,150201,147916,175236,215635,Total Renewables
KS,RFTCB,15106,9497,10092,10393,7351,6702,6730,8624,10501,9576,7086,5101,14187,15974,17546,40017,39106,39492,42570,29664,9420,6518,6460,12298,7257,540,3064,2217,5099,2309,1442,803,1122,2318,1178,194,1819,1614,1693,3584,5894,8180,6229,13577,13729,12918,3893,2919,7668,2796,2270,1721,1570,1105,1133,1529,3612,3774,Residual Fueal
KY,BMTCB,22418,21538,22130,23192,21760,21678,22592,22511,22928,23353,23719,24859,27438,27910,31187,30821,35344,29568,37550,41737,25284,27999,34572,31669,40577,42440,40254,36128,36965,30923,20277,21060,22118,17276,15791,15948,18997,13508,11476,11764,11972,12987,23337,29511,32124,43509,41976,46400,49552,49148,55937,55935,52528,58219,60287,51701,51856,52594,Biomass
KY,CLTCB,286738,288113,287376,368036,401711,415492,426294,434203,444142,470838,527054,550397,583808,573386,593822,558334,617452,613466,617183,609287,641685,663926,626978,637850,670985,716929,749913,746716,821777,767632,803503,802748,812932,921147,896399,929379,952091,977760,958990,987592,997621,1013055,950941,943652,961759,986263,1023263,1020709,1024816,937106,1009823,1010623,909705,914774,913452,796484,736584,639356,Coal
KY,DFTCB,28249,25918,34061,32162,33271,32430,40366,39414,41861,45673,47830,45347,55738,62560,60674,63635,79508,99310,111254,124015,133429,105966,101832,119022,133121,128664,119904,124462,146489,168386,141115,131257,146337,159557,152400,159029,161173,163263,163535,159826,172478,178768,196799,155442,176205,182834,190205,193658,179511,167728,170155,180191,165270,163021,162736,156070,155942,150473,Distillate Fuel Oil
KY,HLTCB,15803,16269,17996,20335,21263,22322,23852,25811,30427,35237,35663,36692,42256,45320,43781,40161,41425,42004,44092,38901,36812,28390,25301,25498,20544,19773,18542,24642,24406,23227,22087,24092,23160,21086,20737,20434,26231,31618,26981,33245,35458,34944,38469,31538,34151,35288,34356,34481,34802,30077,44072,44039,41200,31243,34691,35697,30556,31695,HGL
KY,HYTCB,28333,27109,29293,24399,25262,25760,26718,38563,30430,27974,33303,37053,39127,39719,35482,36035,32766,34572,32964,40794,30538,27160,34944,34123,36684,30727,28559,30712,25013,45945,32874,38173,38961,32526,41404,35303,36159,34522,31774,26144,23713,39839,40944,39974,37863,29609,25707,16492,18895,32380,25173,28850,22475,31249,29895,31717,32108,41514,Hydroelectric Power
KY,JFTCB,2689,3128,4520,5024,5602,7159,9322,13179,15538,17075,17404,15043,12404,13323,11436,12094,12152,12518,14418,14486,16323,18203,20870,22612,18385,19342,20022,27261,28168,28676,32321,36044,38943,32273,35900,35726,31691,25840,30343,39477,37711,34027,36021,45619,51268,46969,40283,45239,42101,55814,58591,56333,51032,48539,53116,61398,68015,71976,Jet Fuel
KY,MMTCB,113124,114745,119614,126365,127712,135423,141757,149859,159717,167090,176402,187609,197339,206767,207710,214406,225005,230791,236008,223620,209222,211072,210468,211549,214247,209721,223348,226237,231833,228130,226091,229905,235263,236590,239891,249884,226435,260603,260980,264739,254157,266308,262063,269011,282912,270312,269592,266410,249886,254343,251343,242404,238413,237835,235754,244706,250592,249365,Motor Gas excl Ethanol
KY,NNTCB,153807,156328,163826,173508,179666,176734,152219,197083,201137,240050,252265,248514,259546,250136,231423,209199,248673,221936,215021,220854,204062,202235,191042,177528,193323,177681,173524,178271,190884,195826,191704,196251,200899,213053,221269,245572,248009,239307,212107,225390,234171,216705,236124,231384,233361,240853,217166,235876,233165,214261,239057,229048,232701,235703,262278,276867,279935,296911,Natural Gas
KY,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear Electric Power
KY,P1TCB,38433,37363,44185,41326,43074,54682,61799,58712,66406,69442,73650,72155,72727,82468,72188,71566,72608,75646,76627,92571,78894,62119,64109,63586,66640,62990,63917,73910,77177,76204,76564,73770,81872,75019,77209,74512,80193,81152,98020,109006,94174,113020,149217,142085,159048,161361,164268,149637,139407,133054,110283,95032,105381,88297,90915,95407,101923,77574,Other Petroleum
KY,RETCB,50751,48648,51423,47591,47022,47438,49311,61073,53358,51326,57023,61912,66566,67629,66669,66857,68110,64140,70514,82531,55822,55159,69516,65792,77261,73167,68813,66840,61978,77084,53391,59493,61359,50100,57565,51655,55609,48522,43807,38509,36286,53502,65018,70460,71088,74390,69113,64542,70351,83846,83720,87572,77808,92364,93082,86328,87042,97301,Total Renewables
KY,RFTCB,2120,1825,2502,2941,3527,3769,4574,5819,5403,6700,6682,4142,7497,6977,12950,13634,15446,17798,15316,8582,6362,7159,7253,7388,4919,3908,4647,5358,3575,2951,3377,2862,2621,2087,2040,1265,1528,1038,348,486,563,896,590,774,405,880,741,650,0,440,353,0,245,197,154,97,40,161,Residual Fueal
LA,BMTCB,38992,37174,36785,39147,39291,38299,39754,37685,40791,40698,41620,41912,44819,45748,44928,42358,45170,46692,47825,44717,64707,68263,69667,74654,78816,79343,102343,102199,104615,129643,118502,121049,124568,125335,137993,142091,142258,138717,136243,139727,136411,127962,134385,142784,177812,142401,141479,141127,101609,104230,120761,119260,118696,133160,151647,139853,154343,233541,Biomass
LA,CLTCB,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1774,3747,2518,2456,23727,64251,106718,119071,159097,171903,172355,212090,207701,208871,214236,223538,223457,230869,216826,205405,226065,225283,227687,253263,239990,232109,247978,256716,253518,265214,249800,262470,252519,259750,269993,238811,228055,209973,174221,140513,142267,Coal
LA,DFTCB,62384,52736,56166,56608,56553,48679,52913,44739,57316,62007,68731,78028,103804,122788,126120,125247,128597,173476,180778,183537,131523,220900,179825,181250,155044,155537,165474,155306,167238,169822,175129,164861,148991,178264,202738,212920,248170,255743,237567,210452,225654,247220,239911,195581,193095,198159,209530,188962,187967,214526,248764,269356,206457,194705,192251,208169,191841,183341,Distillate Fuel Oil
LA,HLTCB,82009,87697,96065,102710,115791,118070,123422,130053,148311,173666,174166,179307,215611,225622,226816,202600,191685,187005,188883,275922,266754,334144,371098,323524,302235,322312,288305,278350,266230,259920,262097,293897,314285,320887,368013,364332,368330,292204,274234,394931,488839,329754,326583,204129,223747,206888,227321,223199,403050,467438,377631,391236,442483,473291,446617,477148,469949,495972,HGL
LA,HYTCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6829,6851,6789,12700,10027,9819,9967,10580,10838,8199,5430,7566,9069,9031,11006,8109,7074,8171,10488,12067,10817,10144,6470,9966,10366,9310,10183,8349,Hydroelectric Power
LA,JFTCB,17359,19856,25130,28228,29977,33784,35104,30083,33423,34348,32604,32787,32406,32711,44074,33871,28484,30221,31163,41168,48390,43750,45836,61375,71366,71978,100526,106348,120737,125817,146081,181872,152268,142013,182560,163553,164587,172771,162556,192873,200710,195386,213636,216160,203211,160208,131906,127099,110420,91136,120724,107612,108181,123635,132941,177990,166097,183144,Jet Fuel
LA,MMTCB,118453,120712,125685,129163,134463,143954,152470,158320,169021,174978,183065,188363,204731,215962,217231,226886,243139,253837,262986,257807,247716,257045,264810,265122,264703,258986,262240,253284,256438,246289,230956,225903,236998,239600,236820,245230,264936,244144,260641,258490,283373,278158,283166,294617,285688,294978,329057,297056,258984,269486,257922,256436,249398,257541,257041,263128,254281,245171,Motor Gas excl Ethanol
LA,NNTCB,1003771,1064610,1050301,1128773,1201445,1156449,1245597,1440390,1539750,1784110,1894224,1938558,1996015,2072164,2068614,1854766,2121366,2274100,2349710,2051384,1862179,1847639,1629186,1472328,1661309,1441820,1496106,1560707,1506424,1622888,1654692,1596766,1619499,1637028,1649015,1737257,1687569,1857072,1679040,1558295,1625863,1347228,1475464,1353179,1393140,1367497,1346690,1430621,1369823,1315265,1482948,1535704,1585876,1504968,1547175,1594204,1718308,1717520,Natural Gas
LA,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26102,112532,128688,146152,131136,150230,146317,108433,151238,133562,164812,165578,141785,172341,137016,164734,181041,180702,168069,178110,163598,174634,179127,160658,175524,194818,173859,164092,177156,181059,160015,179391,161171,Nuclear Electric Power
LA,P1TCB,131601,134016,145184,220318,244214,242945,287332,320685,348550,366635,371876,393069,429692,464090,465680,437897,541367,621630,673116,737198,762428,639158,525218,495136,477010,462290,540684,557548,608712,608595,652977,617049,695124,705207,723749,688015,742697,829440,777567,776697,783740,829943,848865,955103,1064108,1012723,1122891,1195076,1125335,902341,983405,938921,828706,782874,782731,750967,758952,813097,Other Petroleum
LA,RETCB,38992,37174,36785,39147,39291,38299,39754,37685,40791,40698,41620,41912,44819,45748,44928,42358,45170,46692,47825,44717,64707,68263,69667,74654,78816,79343,102343,102199,104615,129814,125516,128100,131568,138255,148325,152242,152597,149694,147538,148444,142352,136086,144053,152576,189660,151476,149617,150499,113455,117899,133399,131460,127327,145637,164930,152526,168219,245690,Total Renewables
LA,RFTCB,55132,54773,41439,41966,45749,49601,44054,66736,64225,74166,69899,50520,54440,130843,178885,178612,245490,339704,339409,379927,402898,348673,293690,234023,189002,155395,166716,151471,167708,162537,144488,163108,188084,173037,152099,144971,166878,135388,138033,139085,183868,85476,73867,89389,96047,102615,106635,99591,107573,99792,108404,111513,89909,73484,42540,27647,37657,82347,Residual Fueal
MA,BMTCB,42784,44105,45238,45338,47137,48698,49749,49846,53961,55409,57139,53852,50384,50682,52494,48983,55418,58949,65463,69761,70853,68711,64010,75676,61934,62713,65546,57049,59645,62436,52055,54712,57721,60375,63487,63255,65776,61397,55485,54773,58184,40329,37465,39006,41175,35806,46329,50718,48038,55980,63759,62979,60006,63381,64759,63639,62809,62219,Biomass
MA,CLTCB,118745,120459,119907,115969,123421,127922,112103,101438,87696,60429,21393,13054,7677,5151,26447,24484,3953,4008,3163,4632,22845,26644,89641,96877,116021,110246,99755,117626,116851,121873,114004,117917,112044,99579,101755,105363,113698,122896,109862,113610,114658,109014,118358,109373,105075,119333,112173,120168,106897,92056,83850,42963,24036,42208,29871,24177,20115,12407,Coal
MA,DFTCB,298474,305719,312653,300227,291782,325180,293790,316535,330637,341068,345067,358912,374454,376456,352851,341722,366272,355373,342441,253066,219094,186606,185851,183818,214236,209815,225408,245536,238134,254911,224877,217844,231397,224012,222967,216959,200490,201051,191077,190666,215413,224606,219667,231591,220636,219153,189424,188120,178442,170265,187322,177557,148049,172917,167890,172494,144339,147725,Distillate Fuel Oil
MA,HLTCB,4393,4188,4850,5108,5287,5783,5391,5254,6247,6559,6857,6966,8109,7948,7666,8553,9420,10875,10145,8144,7752,9273,7778,7861,6351,6415,8436,9794,8863,9671,9722,7205,7037,7881,7776,8086,9644,8037,7490,8675,10953,10823,8624,9943,7507,10892,13640,12513,10983,9830,9170,10889,9171,10977,12273,11340,10566,11189,HGL
MA,HYTCB,10570,8664,8352,7424,7011,6938,8368,8337,8140,9202,7904,7395,8918,5820,4465,4342,5084,4408,2215,4537,1642,4496,2632,2920,3098,2740,4095,3228,2190,4212,12995,11635,10454,9096,9676,8958,12290,10537,10500,9966,10866,7259,8902,10886,9999,10418,15004,7882,11389,11723,9720,11161,8683,9460,8579,7709,6578,9558,Hydroelectric Power
MA,JFTCB,6729,8675,11578,13505,13549,17834,21025,30599,37068,42275,44476,48883,50376,51088,46508,45316,45454,49650,47940,49435,48493,45219,41644,41183,39009,39493,39104,44421,52735,56606,55460,52848,44525,43693,42105,37621,38969,41398,43861,45819,46516,39710,31801,36264,46691,51171,47552,46694,62711,35182,36419,39734,37792,35749,33726,36519,60868,58032,Jet Fuel
MA,MMTCB,183818,189752,194612,199224,201302,208820,216641,222289,236385,244501,260165,266994,281741,292045,285131,286972,295795,299221,302251,291712,270232,273573,272927,276094,283031,288109,296162,303056,311735,306196,294823,286226,291203,292489,296524,305866,311586,317049,324062,329980,338217,339928,348813,347985,353890,347202,338145,342095,329663,318631,312982,310578,308512,307136,301631,311332,314840,309347,Motor Gas excl Ethanol
MA,NNTCB,80612,84630,92131,99924,108193,115712,117709,129884,133913,138632,149074,158329,162204,157258,156666,154583,157185,161465,161964,157883,169897,165351,181781,185610,208279,221026,188754,231953,216402,260271,273581,283708,344350,350562,381130,391216,386953,411405,367039,361211,357716,364097,404456,414970,383625,386339,378026,418907,415247,408509,447428,464018,430920,435312,432523,457124,440725,462724,Natural Gas
