State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Energy_Type
MS,RFTCB,1955,2183,3009,5627,5094,3076,1289,1573,3740,4265,4417,7052,26983,48177,67575,75843,99295,130278,153143,140477,100658,65409,34333,14842,13415,8289,28043,12895,22299,22317,22996,29888,21385,56288,33872,16391,21946,33426,59770,36735,37129,62133,8601,22581,40541,20634,8917,9107,5578,4899,5731,5994,6877,4457,910,3103,3636,3952,Residual Fueal
MT,BMTCB,7520,7342,7217,7418,8021,7813,7638,7353,7845,7431,6627,6721,6324,6516,5030,6223,7172,9053,10880,12310,11086,12633,12523,14047,14465,14550,20378,18024,18684,10810,11767,17218,10152,9794,10172,16550,15763,16223,14786,15397,15341,12031,11122,12072,12654,18732,18217,21813,20741,15339,15968,8332,7966,8939,9287,18553,19548,19331,Biomass
MT,CLTCB,3999,5149,5670,5372,5811,5537,5805,5484,6719,9648,12023,11475,13182,15243,14717,18630,42179,57814,57597,63407,60228,62539,48650,42786,90265,99055,133247,132937,181480,179360,168848,184213,194093,161903,193689,175304,138751,162568,186099,186770,176779,184401,166322,188981,195620,199495,194307,202480,203260,172812,203339,165687,157308,166104,175357,178421,161938,156073,Coal
MT,DFTCB,28528,30744,32321,31415,33217,28901,33171,19769,23957,27035,28114,33292,36147,40711,45666,44190,48997,48101,47954,52641,43740,37683,33946,51629,47537,60837,38567,36251,35407,42731,42406,42058,39818,42611,42956,46844,46969,52594,45757,46095,46953,49323,47398,46280,58108,66706,70980,80280,74383,66616,56907,60890,57833,60788,56587,48745,50105,51886,Distillate Fuel Oil
MT,HLTCB,2822,3292,3140,2935,3545,3547,4468,6067,6450,6444,5045,5328,6471,5696,5575,5208,5393,5193,6338,4091,6691,3805,5333,5588,3769,5710,5530,6314,5607,6005,6402,3974,3801,7820,3920,3398,5812,1028,998,1981,4989,5265,5622,8179,9090,9314,9119,11194,11340,9916,9023,9716,7954,7693,8823,8981,8060,8979,HGL
MT,HYTCB,62415,69208,67678,63011,71354,87692,82695,90810,92806,98712,91769,100529,98024,78121,101543,105784,128649,88278,121308,107096,103522,118359,114163,121624,116014,106294,113416,92992,85043,99844,111476,124919,85537,99112,84070,110811,142640,136921,113370,141344,98167,68337,97324,88105,88702,95864,100481,92557,98536,92778,91849,122382,107373,91959,109201,92144,93082,100850,Hydroelectric Power
MT,JFTCB,1425,1509,1676,1843,1953,2103,2424,3170,3858,4487,3610,4279,4255,4235,4364,4581,4214,4322,3910,5093,5174,4493,3502,3658,3594,3799,4841,4038,4532,4180,3968,3476,4810,5030,4777,5881,5650,4493,4523,4739,4234,4289,4354,4717,5716,6307,5925,5817,4719,4492,5264,5212,5306,4960,5523,5404,5397,6264,Jet Fuel
MT,MMTCB,36362,36660,39673,39297,38736,40495,41776,42572,45099,45897,48655,49874,53247,57167,55419,55837,60962,58309,67287,58635,54716,56716,54783,55286,54901,53515,53360,53884,54847,54158,54254,54423,56346,57329,57860,58895,61242,59752,60297,61182,60073,60415,61593,61461,62175,60208,60934,60290,57073,57632,57905,56338,56777,57858,58554,60175,60933,60794,Motor Gas excl Ethanol
MT,NNTCB,57638,61314,65680,66566,69486,70795,72116,64908,62835,78205,90601,91096,87020,93117,81667,81190,75412,71595,72686,69114,61453,53029,52782,46619,47098,47312,41148,39561,42872,46671,44378,46719,46615,54265,53315,59571,63251,61699,61398,63624,69590,66483,70992,70048,68567,71089,75135,75077,77645,76635,72888,79470,75234,82298,80063,77443,77589,83253,Natural Gas
MT,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear Electric Power
MT,P1TCB,24863,28390,24091,27809,31416,27824,27214,32256,35501,35478,32771,32456,36973,37614,33184,31163,31515,32258,31114,29978,28057,25529,22429,23720,26012,27039,30709,32586,33733,35368,34040,30312,34565,32461,36884,39489,45627,41633,47300,59061,49175,37090,42358,36460,40782,39716,46538,48861,44901,43737,41763,45383,45147,42813,40483,43627,42870,44543,Other Petroleum
MT,RETCB,69936,76550,74894,70429,79375,95505,90332,98163,100651,106143,98397,107251,104348,84637,106573,112007,135822,97331,132188,119406,114608,130992,126686,135671,130479,120845,133794,111016,103727,110781,123371,142264,95817,109033,94371,127489,158531,153272,128284,157020,113793,80653,108731,100455,101638,114893,123318,119571,125419,116436,117206,143441,127770,118090,137713,129429,132835,140645,Total Renewables
MT,RFTCB,12972,16218,19188,17932,14461,7804,9173,7737,9490,9780,7974,7932,9234,11098,14219,13694,15878,15753,15728,36292,25305,15681,10107,8212,5020,836,296,144,1391,1134,1367,912,556,4274,2319,1485,1137,1019,668,127,4,16,247,39,265,668,787,0,0,373,4,27,1,6,17,0,0,0,Residual Fueal
NC,BMTCB,73725,70411,69423,70745,69084,67314,68730,66084,68041,67728,65900,66148,68940,68892,67660,66411,78341,91398,102371,109678,78918,77650,86826,85048,93651,94794,87782,81741,85442,94410,97501,76354,100004,105849,113339,111566,112242,109801,104168,104616,107174,104708,94913,115533,92737,92954,101000,86976,136195,128066,141901,148696,147748,155198,153083,145348,142813,148964,Biomass
NC,CLTCB,231342,244241,260487,282911,295013,325866,380312,405418,446588,472767,491383,484598,492784,531706,522825,476522,544481,548103,499873,558638,624696,655284,622104,594999,558943,550505,583153,500936,515435,591439,568294,567411,649160,689419,632792,662870,744253,765927,754322,742398,786114,756311,770928,771618,782692,811939,777871,827974,794693,678673,749091,624783,534713,493771,501592,405525,381761,350286,Coal
NC,DFTCB,78319,78435,91508,93214,95231,100084,119543,117742,114358,116764,131714,125721,134355,146540,132246,123831,141037,158883,143496,171453,140477,123639,117541,143554,157577,153138,167675,176781,194955,161751,152552,147417,156264,155193,168424,182725,189667,190452,193748,182549,210708,212948,198336,208121,213196,212012,207102,205231,176790,179595,184886,178839,166314,174570,185581,191494,190575,190039,Distillate Fuel Oil
NC,HLTCB,10080,10015,11892,13325,14491,16023,17083,16962,17067,19315,20717,20252,22234,22523,21582,23618,25695,23130,27915,28822,29204,27441,25133,25425,24884,27470,26780,32418,29014,34716,32699,37770,40832,43433,45374,44679,51068,57575,48188,43853,51712,50960,46367,44666,45408,48931,48042,44384,49383,45332,48922,43494,37124,33465,39712,36003,30422,30799,HGL
NC,HYTCB,53782,50281,57979,45736,62661,56294,45605,52532,49104,51767,45896,62001,66816,73898,71948,73417,58632,55167,56802,81961,56992,30631,56538,64610,66493,42766,26330,53146,29871,72984,70936,61052,59657,51412,74196,56931,61546,57457,58512,37674,32009,26821,35525,72910,54439,53960,38079,29495,29894,50471,46405,37828,35475,65838,45230,44191,40779,35175,Hydroelectric Power
NC,JFTCB,18244,18642,20716,21790,22356,19703,21064,24369,28541,26979,25744,25918,22603,21394,21331,20821,20329,22405,23809,23800,28680,29380,31794,35583,35500,37024,39696,43193,46372,42821,30817,24297,25964,27231,24526,28044,51749,40571,38337,38566,41263,34311,27357,29744,30602,41765,30182,40601,29626,10509,9230,10196,22221,57433,48930,20467,14942,15318,Jet Fuel
NC,MMTCB,188450,200215,203036,212873,218699,226635,239603,251384,265615,281417,295998,308243,332986,346110,348610,351608,367868,379768,395014,373770,347864,349405,345932,353009,367296,372206,388744,403003,414633,409074,407239,404721,405509,424562,434048,449634,456593,470539,486622,503885,505555,508912,517682,526011,539914,547142,548820,550161,558549,511521,511160,491755,480509,489272,489510,513020,530536,528694,Motor Gas excl Ethanol
NC,NNTCB,47032,52291,58346,64539,70932,78245,89442,100822,117794,140204,154856,164420,167831,165215,143722,116889,102996,73905,83695,133751,155149,154283,146759,141025,148682,138331,140256,153261,156550,166835,166744,172818,186902,192526,195303,212010,222106,223419,222659,224741,240727,215600,243143,227387,232214,237525,230169,244475,249654,252729,308710,311189,367948,445018,462289,516026,540271,519903,Natural Gas
NC,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15477,27744,60997,108501,74080,62997,68894,101057,134819,219376,205037,214610,298644,309008,309152,274130,317795,238255,249564,338080,377308,354142,340563,406822,392121,408054,394485,413784,426332,418065,417249,417016,420029,415742,427226,425810,424073,412722,420486,428474,440248,447500,443192,Nuclear Electric Power
NC,P1TCB,94900,103546,112197,105201,99450,102471,105250,102903,110340,105784,101493,101652,96784,90848,75233,67527,71045,78350,75825,62467,55716,45981,43730,44788,70583,65775,68039,66531,76248,62374,55350,53563,58771,59091,57292,70867,60697,61552,71044,67036,66007,70549,61618,60645,64706,62200,57426,56737,46472,35863,47338,40871,45661,41084,41919,40054,49953,52779,Other Petroleum
NC,RETCB,127507,120692,127402,116481,131745,123608,114335,118616,117146,119495,111796,128148,135756,142789,139607,139828,136973,146565,159172,191639,135910,108282,143364,149658,160144,137560,114112,134887,115314,167662,168721,137701,159968,157578,187840,168810,174111,167585,163009,142632,139510,131866,130783,188847,147611,147426,139699,117203,167020,179706,189666,188010,186164,226158,207178,204376,218014,238544,Total Renewables
NC,RFTCB,28937,30186,23293,20836,23426,29695,33085,33730,29376,37818,42611,65439,99772,99915,86126,48907,80413,92324,77674,75428,56947,35339,36186,36475,49708,39185,39848,39486,38471,34359,36824,38178,46811,50199,39605,39377,42954,37719,30703,27436,31242,22775,24971,30829,37159,35006,26549,23616,22747,17472,13447,7611,2879,1254,1069,533,494,698,Residual Fueal
ND,BMTCB,473,438,403,368,368,333,333,351,351,368,386,386,386,386,421,456,473,526,526,561,2448,2451,3168,3390,4163,4528,4718,4399,4412,4398,3273,3682,3707,3545,4211,4428,3355,3578,3700,3778,4273,5468,5251,5763,6045,6568,5984,11940,13091,19086,25447,27296,25566,26171,26817,29869,31498,31602,Biomass
ND,CLTCB,30531,30011,28384,24937,26502,24746,36034,44028,48467,49996,57471,67672,72820,71095,76484,67943,91487,107264,129778,148077,163322,172400,198916,213444,256659,301957,310868,319324,369782,363811,374517,378936,399188,399919,402452,399757,403951,385988,409226,411323,424563,420001,422809,420832,398381,431133,414838,420719,424615,423267,409684,394771,406344,393193,399195,408091,394579,397875,Coal
ND,DFTCB,21977,21571,26116,26639,26472,30114,34346,34508,35512,34441,28980,28675,30327,27669,25750,25899,23761,23863,24635,48483,47411,44791,42218,40001,45106,44487,43967,41775,40445,43978,42052,42973,40344,42890,45026,46589,48503,46758,41784,43919,45416,51607,47727,49738,54717,57004,57833,69029,68696,55850,74892,104973,120194,133575,147259,107278,84605,101816,Distillate Fuel Oil
ND,HLTCB,4640,4837,4901,5533,4623,4419,5020,4984,6205,6706,6561,6519,6974,6125,6027,6011,6336,6049,7393,6331,4784,5371,5217,5276,1701,1968,6292,6480,5927,6489,5223,7429,6618,5068,4880,6423,8107,9445,7318,9885,12344,19572,12558,10376,12195,12462,10190,11058,10619,10858,9792,9695,9115,12819,11922,10712,10241,11638,HGL
ND,HYTCB,11407,14982,13651,15547,19646,26105,20088,28905,25989,30703,29536,33900,32122,24749,28501,34806,33937,20812,31437,28325,26107,23518,26687,25010,24656,22699,24300,20654,19447,19748,17799,18333,17570,14588,19151,25341,32580,33903,23412,26681,21652,13764,16202,17455,15483,13417,15087,12903,12345,14398,19923,25068,23573,17674,24073,19516,17652,23789,Hydroelectric Power
ND,JFTCB,11260,11452,12362,12727,13157,11099,11541,12802,15031,13551,11174,12008,11017,10019,10485,10025,9738,10312,9935,9881,9220,8817,8544,8060,9200,9065,8884,6775,7101,7234,6380,5228,7598,6787,4610,1865,1393,1072,1198,2294,2344,4260,2996,3163,6199,3662,4169,4026,3478,3896,4621,5782,5616,6553,5587,6310,5593,4564,Jet Fuel
ND,MMTCB,40548,38574,41246,42253,42549,43135,43051,42885,44703,44659,46048,48232,50299,52492,50589,52761,54690,54789,56639,51453,48152,50027,49065,47367,46578,46341,45068,46420,45113,44115,42819,43365,43250,43742,43129,44445,44826,44499,44764,44888,43756,43470,43680,44137,43856,43417,42066,42294,41821,42599,43437,46003,48625,50503,52662,52478,49601,48903,Motor Gas excl Ethanol
ND,NNTCB,27356,29310,32045,32283,33390,32437,31864,32049,33317,32944,33731,34618,37604,33206,35530,36862,41177,37650,39067,29236,23830,35457,29003,27302,22888,25551,21367,20616,25018,25922,28045,36122,32147,36274,39325,41663,45716,53699,45753,53404,53421,57334,61592,56088,56410,49643,50007,56842,60480,51921,64263,72247,71873,82334,89095,100852,105625,112052,Natural Gas
ND,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear Electric Power
ND,P1TCB,18902,16586,16600,19435,18511,12672,14088,17780,16875,16747,18013,19914,16672,18905,17361,15362,15516,14124,16280,14352,12774,10549,10635,14010,13554,13133,12416,13063,14457,14370,13529,12339,17961,14102,16585,13341,14903,16970,17434,22043,14983,17816,15914,13408,15653,18376,21628,12975,11899,14473,15799,19882,18165,22437,22073,19442,17194,18968,Other Petroleum
ND,RETCB,11880,15420,14054,15915,20014,26438,20421,29255,26339,31071,29922,34285,32507,25135,28922,35262,34411,21338,31963,28886,28555,25970,29855,28400,28819,27227,29018,25054,23859,24212,21154,22111,21389,18259,23492,29912,36101,37662,27325,30685,26151,19483,21725,24177,24081,22657,25257,31569,42794,63548,86237,104237,100315,97486,110860,110996,125577,161029,Total Renewables
ND,RFTCB,4322,3632,3367,3549,4266,5458,4485,3554,3874,3516,4576,4113,4883,5653,7380,6844,6497,6003,5693,5721,4499,7034,7095,9478,6324,3174,2371,2233,2197,1849,2051,1913,1807,2478,2122,1030,850,1173,275,384,490,437,637,899,395,1610,658,590,578,383,254,370,141,13,15,8,0,0,Residual Fueal
NE,BMTCB,3108,2948,2675,2573,2311,1901,1848,1743,1673,1603,1567,1602,2582,2669,2652,2775,3138,3398,3794,3933,5903,5603,7067,7360,8816,9582,9116,8501,9024,9918,7757,8422,9884,10376,11008,18477,21620,24589,25179,26697,28044,31382,32552,34692,41966,41143,42475,57030,77701,77228,110500,117049,107282,107158,106577,111985,117411,123500,Biomass
NE,CLTCB,20010,18164,23047,24513,23650,20815,19748,18303,17192,27082,29716,26322,33509,36867,32763,32886,53712,59344,59813,77604,93942,98584,96746,104815,124257,115478,109935,116462,139344,131097,142021,152008,140933,166207,160506,179482,178884,193334,204797,198490,206938,226691,217939,227290,223624,228667,227444,216872,234654,249593,254552,285384,272587,292956,276544,266319,240465,233809,Coal
NE,DFTCB,24180,25988,23768,25344,27136,21491,26002,30129,37597,37507,43390,44344,52989,54211,51535,49556,60733,63587,73567,74922,53291,47767,53899,67262,69920,72292,70041,73428,82255,75105,74842,75430,80664,80661,84941,84965,96867,98056,108502,103309,86916,82672,81093,89645,95621,94829,95946,99726,94642,93235,117519,112436,114369,109902,110424,111635,111200,111370,Distillate Fuel Oil
NE,HLTCB,10155,10467,11325,14080,12482,13069,14636,16337,18009,21649,21411,20832,22824,21180,19915,21490,24368,21842,20277,17125,16438,14630,17222,17404,7647,9378,8915,11793,12748,13278,10516,11492,11730,10813,11207,10987,13924,11407,12161,13421,13975,13195,17925,15807,14644,13761,13569,12896,13030,13558,12405,11319,9945,12459,11266,9515,8881,8187,HGL
NE,HYTCB,10317,9884,10298,10626,10489,11663,12107,12135,13040,12929,14383,14243,14240,14243,13509,12624,13240,12738,12303,12899,13875,12510,12672,14157,14037,15051,17528,16329,13940,12083,11859,10902,11122,10326,13533,14706,16564,17080,17160,17579,15309,11616,11165,9924,9145,8714,8861,3434,3414,4233,12818,15713,11962,10723,11010,15702,7906,13719,Hydroelectric Power
NE,JFTCB,6439,7039,7879,8028,8241,7411,8189,10074,11576,11157,9773,9926,9435,9148,9889,9235,9328,9762,10987,10500,8687,8010,7948,8135,7592,7424,7402,7508,8249,8163,8291,6598,6623,6419,7028,5671,5712,6097,6132,8870,6981,6312,8656,6834,5206,5297,6013,5489,5036,3950,4678,4682,5112,6071,6116,6479,7516,7920,Jet Fuel
NE,MMTCB,78785,78610,81346,83485,81012,82710,86213,88056,91671,94986,97313,101023,107234,110039,107226,108399,113359,114566,115958,107570,100332,96303,95926,94056,93877,93174,93277,93952,97753,96797,96922,93506,94295,91260,92189,98201,100025,101531,103899,104532,103646,103769,105487,104285,105300,103096,103057,101884,98460,96465,97574,94245,94655,97054,100584,99782,102151,101601,Motor Gas excl Ethanol
NE,NNTCB,140430,144566,149324,145771,160545,164719,195864,187907,202938,209613,224114,225463,226358,230780,223253,217521,197442,188426,162693,168959,159483,133481,135550,124993,129488,121224,101872,105571,117991,116612,106854,111956,103220,122210,123981,133675,133525,132007,131114,121364,127260,124051,121174,119741,116006,120125,131424,153490,172858,165418,169608,173657,161770,179617,179705,170346,172929,175568,Natural Gas
NE,NUETB,0,0,0,886,1082,-64,0,0,0,0,0,0,0,6536,44596,65153,64335,80249,84522,94196,63082,66048,96917,66321,62676,43911,81009,89684,72391,85480,79485,84372,91605,71481,66321,78650,99325,97267,86643,105452,89988,91127,105696,83344,106796,91856,93943,115815,99075,98682,115540,72549,60795,71736,105655,107976,97798,72300,Nuclear Electric Power
NE,P1TCB,13831,13150,12943,12940,12086,13774,13599,10570,14964,12584,15368,15727,14461,15370,14907,12723,12303,14597,17675,10085,9310,9166,8476,8035,7937,6608,10502,12207,12171,11019,12842,12243,8841,8200,9855,9119,14637,12710,12348,15429,9192,8722,8287,11636,11330,10869,9708,8762,7893,9564,10283,9267,9859,8796,8959,9212,8596,9112,Other Petroleum
NE,RETCB,13425,12832,12973,13199,12801,13563,13955,13879,14714,14532,15950,15845,16822,16912,16161,15399,16378,16136,16096,16832,19778,18113,19739,21516,22853,24632,26645,24830,22964,22066,19705,19436,21140,20857,24719,33382,38423,41932,42665,44610,43687,43390,44189,45526,52082,51509,54675,63425,84127,86240,128610,144198,132705,136320,144866,158579,161686,185490,Total Renewables
NE,RFTCB,2611,3119,4184,7300,6181,2086,2704,3686,4044,4899,4986,3637,4529,4214,6598,6865,9460,6838,7958,4443,1431,440,1202,657,437,387,1584,1668,2587,2346,1614,1252,1162,1726,1334,760,1052,692,727,483,895,798,780,892,1453,910,487,438,512,50,6,8,5,0,9,0,0,9,Residual Fueal
NH,BMTCB,10855,10663,10783,10934,11654,11015,11563,11546,12628,12779,12315,13277,12953,13912,13396,12840,15332,16619,19286,21005,21716,21847,20695,23974,21898,21996,25585,24031,24957,26553,27230,24322,27770,27877,25252,25314,27749,25682,24266,24434,24022,19913,17254,16335,21698,24433,20762,25813,27314,32757,35907,35549,36158,41060,43981,50943,46829,47645,Biomass
NH,CLTCB,5390,12308,12330,11520,11755,11171,9655,10247,22297,26956,27149,25496,30649,28325,25275,26187,20331,26470,20409,29080,29275,24226,27624,29383,34056,39719,25052,31550,32754,31544,31544,34784,34679,37485,33580,35576,36142,44527,38623,35408,44033,40125,39845,41633,43446,44169,44807,44899,40241,32844,33827,24489,14191,16778,14867,10989,5277,3617,Coal
NH,DFTCB,26737,32512,34477,37143,33968,34437,35364,39777,42096,44301,44742,47140,48887,49037,45179,41905,51450,48632,49361,34111,33903,30881,29545,26306,30919,33519,36582,49192,44210,47711,42152,41701,43422,40981,43263,43846,45444,45408,48502,51410,54716,54348,59684,60541,63500,56930,51279,47581,46125,42918,39645,41176,33620,37551,43908,42992,40273,44159,Distillate Fuel Oil
NH,HLTCB,2040,1880,2167,2017,2345,2517,2099,2324,2736,2980,3133,3461,4297,4323,4322,5327,5997,6893,6676,5088,4755,4484,4819,4887,4507,5859,6290,7701,7844,9321,7992,6266,6674,8140,8387,8660,9355,8273,9273,9166,10373,9255,8913,11952,10956,10938,11322,12532,14770,13857,12060,13650,15059,16297,20211,18451,16264,15404,HGL
NH,HYTCB,14775,12664,14336,13516,12053,11003,12781,12543,12527,15036,13006,11455,13178,16759,15298,13013,15718,14652,11718,12544,10666,14231,13064,14234,13105,11811,13157,10955,11591,13987,19567,16544,14413,14542,15075,14126,19845,16561,16282,14432,14559,10236,11607,13479,13179,17987,15165,12506,16094,16402,14415,15592,11869,13617,13137,11837,10574,13022,Hydroelectric Power
NH,JFTCB,6161,6259,6737,6922,7107,5876,6152,6877,7781,6675,5652,5821,5687,5164,5205,4923,4709,4943,4525,4173,4184,3146,3425,3087,4473,2814,3345,3493,3940,4136,3553,2596,2105,2158,1920,1885,2043,2314,3456,4647,5539,4990,4760,5342,5128,2564,919,860,862,1919,3341,3536,2063,1941,2081,1978,2462,3272,Jet Fuel
NH,MMTCB,25948,26233,27221,28224,28996,30324,32520,34059,37326,39569,42664,45055,47446,48945,48422,49237,52095,54171,55321,51412,49286,48621,48071,49403,52715,54314,58467,62226,64719,64531,61868,63744,63617,65182,66798,70230,72634,76338,78493,81457,82967,83745,87017,87791,88717,86603,86951,87475,85141,83023,80706,78646,77715,78910,78692,79872,80178,80448,Motor Gas excl Ethanol
NH,NNTCB,2952,3124,3431,3607,3817,4133,4197,4522,4208,5826,6796,7658,8015,8120,8391,7707,7919,7617,8204,8699,8874,9709,9686,9522,10116,10393,10197,11840,12830,13606,14265,14098,16907,16932,19813,20046,19295,21146,19233,20383,26207,24757,26077,56415,63829,72934,64644,64856,74025,62049,62612,72778,74336,55649,58785,70742,59638,53748,Natural Gas
NH,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43182,71164,82393,95028,64842,88042,103399,83736,87988,90667,82617,90778,97054,96677,106132,98682,98067,112902,97729,92214,114032,87508,85814,114173,106350,99186,112551,104493,Nuclear Electric Power
NH,P1TCB,8696,8408,8813,9285,8842,7948,8186,6802,8237,7700,8976,9370,9596,9291,8548,7056,8275,7543,7598,6355,5695,4742,4869,4942,10547,11834,6902,8931,6810,9123,10558,6902,7567,5158,5206,5358,8050,7345,7346,5982,6406,4948,5423,9488,9887,11593,8055,7846,8288,6504,6927,6265,5989,6022,6293,6117,5335,8339,Other Petroleum
NH,RETCB,25629,23327,25119,24450,23707,22019,24343,24089,25155,27816,25321,24733,26131,30671,28694,25853,31050,31271,31004,33548,32382,36078,33759,38209,35004,33807,38742,34985,36549,40566,46824,40894,42211,42448,40356,39480,47633,42282,40585,38906,38620,30186,28896,29849,34923,42472,35986,38386,43589,49860,51172,51907,50169,58588,61267,67048,61970,65362,Total Renewables
NH,RFTCB,13799,13015,15396,15401,15882,15187,24088,22223,18122,28606,34703,38264,37266,33720,27324,28989,37470,36349,35030,36348,35787,30925,24124,24163,31417,21641,44526,34574,39929,38831,32910,25138,23552,25659,26232,20717,18174,19582,20992,21040,8958,9407,10771,25105,27293,21792,9269,8727,5808,5997,3732,2965,1657,1966,1888,2060,1457,1527,Residual Fueal
NJ,BMTCB,20034,20550,20961,23232,23744,24019,24940,25799,28234,29310,30134,29857,31808,33746,36040,33783,37637,40254,43459,46034,51317,56838,51533,62702,51387,52233,44524,41813,44113,36987,25351,35277,37870,36360,41040,43525,41255,39426,38682,39614,40203,29127,27595,25056,25644,27149,45004,49851,47098,61935,68411,65397,62377,66412,68637,57618,58258,56073,Biomass
NJ,CLTCB,168775,193959,195944,193035,206555,236647,236575,198642,188734,141206,123291,91498,31985,66132,82477,60498,70596,71011,60820,59195,68692,75464,78375,91632,84013,103310,77882,90538,81127,94831,80800,61891,62741,63133,65071,79902,86606,99889,86235,88984,114734,112207,104849,106857,112707,125332,116093,111799,97671,59563,71961,49592,25589,25910,30731,22925,17455,16488,Coal
NJ,DFTCB,268249,276409,286016,301051,303750,312286,329220,340333,352186,365051,369252,376010,418723,436590,398198,347346,356018,345434,330232,295255,307873,295094,264916,228961,259150,254828,282840,281901,295699,280396,227168,214817,217465,206172,229902,198343,205856,205278,198964,212094,215502,224681,209120,230147,234567,231641,212689,229318,206324,170333,172914,190814,163605,165764,180319,171862,175949,158693,Distillate Fuel Oil
NJ,HLTCB,12207,12183,13624,15032,17452,16203,17948,18688,21339,24076,24827,25052,29049,29422,28285,26275,27510,28074,28680,28307,26329,22191,21993,22086,30277,25078,22763,27573,26760,22930,15255,21393,23424,13460,13921,14777,13930,15405,13649,26924,24245,27140,26656,13228,11297,9021,7373,10247,9253,8393,27566,27731,23184,23881,24642,23707,23385,23053,HGL
NJ,HYTCB,480,199,238,165,203,-326,-1369,-2103,-3555,-3957,-4228,-3236,-2254,-3457,-2944,-2834,-2546,-1744,-1797,-2933,-2934,-2413,-2321,-2394,-2570,-2550,-2989,-3220,-2257,-2542,326,225,231,196,156,113,197,188,211,177,143,186,122,394,376,311,351,207,254,313,177,237,102,174,164,89,88,126,Hydroelectric Power
NJ,JFTCB,11465,11789,16622,19654,21899,29381,35115,42230,50551,40299,37500,37516,47813,45734,39612,35095,38070,47306,44046,47721,49300,102199,193274,209812,239866,248558,221836,245222,231054,249930,262604,246995,261182,272762,274198,283835,243820,219736,210376,206063,208548,192506,164052,146857,141963,180501,191224,207150,200045,195164,227196,253433,179233,204581,223886,220632,187233,163303,Jet Fuel
NJ,MMTCB,255855,258314,264481,274279,275154,289699,294565,301396,319483,328033,347911,358823,389005,398337,396664,407721,417449,407289,423411,397339,382105,380205,385222,407893,405832,396100,423876,427193,425918,427619,411536,418686,402555,367514,424902,427406,447522,461497,476531,476808,491920,488620,500727,510917,538752,525917,511155,513083,502184,481212,469790,461503,451707,452248,454242,458428,469290,447399,Motor Gas excl Ethanol
NJ,NNTCB,144132,159189,180307,197097,209714,219196,236816,261542,278430,316113,331247,335264,329642,309709,282201,251669,332467,255522,236852,269934,341149,391491,377216,407751,419435,375320,350584,418223,409818,468254,447829,495053,625894,651646,706021,713123,718698,735341,696034,737575,617898,573040,617094,635689,644467,625429,566724,640236,634694,638324,671005,677521,670827,711999,805145,778866,793928,734132,Natural Gas
NJ,NUETB,0,0,0,0,0,0,0,0,0,1182,37917,41455,47008,39087,41000,34645,42587,74941,89372,71918,83192,128776,155455,69006,60825,188752,156254,237006,253285,243746,251538,260072,226122,261888,231296,176576,115826,145951,284643,302746,298041,318190,322299,309629,282407,327604,339846,335757,336500,359036,342526,351658,346962,348784,329533,347851,312569,355948,Nuclear Electric Power
NJ,P1TCB,138416,139921,145167,137304,151129,154941,154496,143616,145980,152824,152581,145934,162108,170561,152477,141726,146258,161823,169918,164801,146813,122008,115943,141620,150166,116014,126160,132849,133521,135724,115801,113202,119760,150094,141731,143791,148578,174977,160053,185316,161911,180999,178687,156561,149865,160688,146616,157605,127248,106373,94668,102834,101842,94328,84665,95368,86039,94409,Other Petroleum
NJ,RETCB,20514,20749,21199,23397,23947,23693,23570,23695,24678,25354,25906,26621,29554,30289,33097,30950,35091,38510,41662,43101,48383,54426,49211,60308,48816,49683,41534,38592,41856,34878,26140,35990,38620,37099,41787,44258,42111,40288,39614,40544,41091,30091,28789,26808,27598,29279,47661,52769,50509,66200,74069,74025,77158,83904,89164,79336,81259,82500,Total Renewables
NJ,RFTCB,269421,270441,313352,315520,310030,269715,320846,406208,422421,462485,507803,474331,504605,497781,399427,310977,363212,375223,365695,383695,337087,237504,210082,167094,186421,150801,194812,158546,146601,142348,95522,110574,99279,79680,84509,78751,61043,57621,54505,52768,88221,79482,99727,88649,88354,118067,106134,124354,171438,69801,50672,44581,42356,35876,11733,23409,25046,20415,Residual Fueal
