,State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Energy_Type
4911,MO,HLTCB,22997.0,24806.0,27020.0,31078.0,26630.0,29522.0,39421.0,41207.0,43554.0,47369.0,44987.0,45431.0,47556.0,47464.0,47340.0,49389.0,50227.0,50407.0,49568.0,50469.0,34032.0,27746.0,33099.0,33677.0,20672.0,20885.0,22274.0,23497.0,24531.0,31211.0,25685.0,32329.0,31820.0,35736.0,35260.0,41023.0,48327.0,41948.0,30413.0,46841.0,39996.0,48686.0,46951.0,45691.0,44731.0,39309.0,32713.0,38451.0,35732.0,30539.0,29421.0,26929.0,22874.0,25884.0,29192.0,23846.0,21954.0,22113.0,HGL
4916,MO,HYTCB,7807.0,13203.0,9297.0,3948.0,3339.0,8387.0,6209.0,6691.0,13867.0,14988.0,9733.0,7368.0,6354.0,20858.0,17884.0,13315.0,7677.0,4739.0,10532.0,11386.0,5797.0,6994.0,17311.0,18048.0,16570.0,31272.0,20847.0,15077.0,15595.0,11415.0,22802.0,11682.0,15319.0,32829.0,19768.0,19784.0,13584.0,16272.0,23928.0,18949.0,6120.0,11409.0,13804.0,6606.0,14823.0,11592.0,1976.0,11904.0,20169.0,17731.0,15018.0,11515.0,6797.0,10843.0,6632.0,14864.0,11711.0,10886.0,Hydroelectric Power
4923,MO,JFTCB,6968.0,9837.0,12461.0,12640.0,15021.0,20445.0,26546.0,36677.0,43816.0,44485.0,45678.0,45389.0,47337.0,45377.0,43243.0,47037.0,44545.0,45065.0,45935.0,42357.0,35453.0,26815.0,24716.0,30877.0,31760.0,33307.0,37966.0,42231.0,41340.0,41173.0,37627.0,42474.0,42583.0,51166.0,60190.0,64773.0,68790.0,69882.0,72339.0,72349.0,27815.0,42483.0,54062.0,45635.0,22675.0,37419.0,37274.0,35940.0,31671.0,20608.0,17733.0,20003.0,19481.0,18629.0,19502.0,18337.0,16626.0,16125.0,Jet Fuel
4946,MO,MMTCB,214358.0,214861.0,221123.0,225852.0,227905.0,236463.0,246170.0,251547.0,268303.0,280514.0,294384.0,308390.0,321552.0,327948.0,323061.0,327481.0,342031.0,349828.0,356913.0,332779.0,309751.0,307726.0,303913.0,308574.0,314812.0,315369.0,332979.0,334919.0,340723.0,334695.0,336159.0,335707.0,342813.0,342226.0,349094.0,356716.0,363445.0,366797.0,372270.0,368918.0,381687.0,374932.0,378085.0,391396.0,392307.0,389918.0,389851.0,386542.0,372525.0,372812.0,366095.0,351412.0,343768.0,349209.0,349960.0,354451.0,362428.0,358359.0,Motor Gas excl Ethanol
4956,MO,NNTCB,270074.0,284094.0,299614.0,309136.0,332023.0,347967.0,357396.0,367195.0,372856.0,406671.0,432532.0,432108.0,428192.0,424673.0,411933.0,371837.0,381399.0,367704.0,360269.0,340138.0,322842.0,287706.0,282312.0,264229.0,269127.0,263961.0,244317.0,234492.0,254438.0,252657.0,241335.0,258636.0,241227.0,280680.0,267762.0,281056.0,296414.0,285391.0,261463.0,269052.0,288058.0,288586.0,278873.0,265133.0,268289.0,273386.0,257924.0,277919.0,298421.0,266711.0,282123.0,275308.0,258945.0,281399.0,301368.0,270885.0,273583.0,264753.0,Natural Gas
4958,MO,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9978.0,85290.0,75854.0,65615.0,94731.0,88307.0,84635.0,104624.0,84647.0,88038.0,104588.0,86597.0,93376.0,93970.0,89349.0,89730.0,104205.0,87557.0,87605.0,101089.0,81658.0,83807.0,105567.0,98302.0,98025.0,107175.0,94027.0,98062.0,112317.0,87428.0,97021.0,109182.0,98630.0,86853.0,Nuclear Electric Power
4963,MO,P1TCB,64608.0,61315.0,67890.0,65081.0,71295.0,73427.0,67454.0,64295.0,67529.0,70214.0,69622.0,71985.0,72167.0,82380.0,78766.0,69748.0,72624.0,78509.0,84058.0,76222.0,65339.0,62624.0,55772.0,51081.0,58980.0,58025.0,57652.0,61320.0,69804.0,61270.0,59773.0,48838.0,51508.0,55294.0,69806.0,65533.0,60383.0,49380.0,57691.0,69579.0,56479.0,81464.0,72740.0,68941.0,85849.0,81910.0,82010.0,70706.0,60803.0,49964.0,40680.0,39465.0,36815.0,33473.0,34838.0,38842.0,25816.0,23353.0,Other Petroleum
4989,MO,RETCB,41442.0,45068.0,40239.0,33299.0,31229.0,35404.0,33010.0,31558.0,39086.0,39601.0,33344.0,30407.0,29355.0,43807.0,44031.0,40414.0,39537.0,37981.0,49657.0,55940.0,30880.0,30527.0,43954.0,44094.0,47136.0,62542.0,49423.0,40982.0,44194.0,37837.0,43149.0,32516.0,37086.0,52644.0,38883.0,38250.0,31818.0,31332.0,38053.0,33906.0,23293.0,33105.0,37799.0,34629.0,44026.0,54310.0,42577.0,60849.0,83037.0,90818.0,100636.0,93569.0,82902.0,94226.0,94257.0,90397.0,86693.0,95172.0,Total Renewables
4994,MO,RFTCB,19986.0,17443.0,13955.0,15290.0,15560.0,21681.0,17384.0,21704.0,21612.0,23497.0,22446.0,18380.0,17168.0,18067.0,16124.0,15853.0,19117.0,23001.0,23363.0,22083.0,8970.0,4196.0,4590.0,3762.0,2348.0,4601.0,3465.0,4277.0,4743.0,3496.0,3899.0,3428.0,4141.0,6700.0,3310.0,2225.0,2263.0,1588.0,1465.0,883.0,687.0,888.0,701.0,743.0,1010.0,691.0,438.0,239.0,271.0,195.0,173.0,118.0,39.0,25.0,14.0,12.0,112.0,21.0,Residual Fueal
5057,MS,BMTCB,46565.0,45532.0,44673.0,39154.0,38448.0,37759.0,37816.0,34261.0,35452.0,34609.0,33527.0,32841.0,32432.0,32195.0,31279.0,31152.0,34819.0,36230.0,37576.0,37510.0,38097.0,41070.0,44643.0,45071.0,50468.0,50892.0,49196.0,45439.0,47412.0,76395.0,84840.0,89472.0,90783.0,92863.0,95092.0,94256.0,85599.0,84113.0,63943.0,64858.0,75116.0,55777.0,49310.0,44925.0,60777.0,62242.0,62592.0,63300.0,49195.0,55479.0,74068.0,73678.0,85970.0,72427.0,74410.0,70029.0,71001.0,68291.0,Biomass
5069,MS,CLTCB,753.0,655.0,708.0,763.0,729.0,1020.0,898.0,962.0,7317.0,14757.0,13225.0,13498.0,13952.0,29485.0,34581.0,33355.0,42531.0,38658.0,40994.0,59765.0,74997.0,82948.0,100518.0,96091.0,103950.0,109381.0,108771.0,122372.0,129622.0,95648.0,103944.0,95302.0,86785.0,99325.0,97270.0,103786.0,127780.0,132171.0,125930.0,137608.0,147481.0,198275.0,154339.0,178949.0,184992.0,176286.0,190057.0,185063.0,177166.0,141675.0,148463.0,107546.0,82456.0,97767.0,116537.0,71626.0,61219.0,53779.0,Coal
5077,MS,DFTCB,13833.0,11449.0,15894.0,16790.0,19415.0,16288.0,18117.0,19771.0,29695.0,33545.0,34898.0,42084.0,44330.0,53583.0,57212.0,57385.0,69950.0,82749.0,90305.0,64275.0,56202.0,78312.0,68912.0,76608.0,71394.0,78409.0,74438.0,77436.0,86757.0,82178.0,77012.0,78307.0,76738.0,77544.0,82935.0,81856.0,86431.0,96924.0,98557.0,101890.0,96115.0,98892.0,106066.0,117574.0,122940.0,117192.0,124224.0,132507.0,123027.0,118087.0,113876.0,111000.0,115143.0,111680.0,114601.0,118795.0,121787.0,122889.0,Distillate Fuel Oil
5113,MS,HLTCB,16145.0,16858.0,18288.0,19716.0,21069.0,18067.0,20341.0,20485.0,26305.0,32332.0,32794.0,32756.0,36526.0,35515.0,34079.0,30578.0,32338.0,33946.0,30515.0,21937.0,20939.0,16755.0,16458.0,16712.0,16378.0,17025.0,13539.0,13803.0,14625.0,18244.0,25506.0,21897.0,22271.0,22401.0,23611.0,24468.0,31908.0,11715.0,10593.0,19508.0,24412.0,27818.0,20821.0,24116.0,14362.0,11890.0,13303.0,11430.0,11890.0,12006.0,12090.0,10876.0,8676.0,10074.0,11530.0,9686.0,9565.0,8781.0,HGL
5118,MS,HYTCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hydroelectric Power
5125,MS,JFTCB,7847.0,7973.0,8580.0,8847.0,9346.0,7839.0,8197.0,9165.0,10977.0,10046.0,8743.0,9037.0,8676.0,8223.0,8357.0,8019.0,7756.0,8152.0,7430.0,7937.0,8333.0,9487.0,18533.0,16435.0,12829.0,22943.0,27514.0,43060.0,45043.0,36913.0,38957.0,45491.0,62187.0,47012.0,38191.0,42922.0,40575.0,44881.0,43603.0,54760.0,51053.0,47689.0,40957.0,52123.0,34697.0,33464.0,40242.0,24756.0,23270.0,27518.0,32905.0,35115.0,38415.0,56580.0,64147.0,59477.0,97172.0,113053.0,Jet Fuel
5148,MS,MMTCB,84552.0,85874.0,89898.0,92956.0,94252.0,97387.0,103952.0,108548.0,115002.0,121823.0,127733.0,133272.0,144660.0,148388.0,148008.0,146092.0,152110.0,160561.0,161614.0,154562.0,140679.0,145288.0,138868.0,140206.0,141304.0,144912.0,149963.0,154254.0,154851.0,152458.0,152758.0,156508.0,160400.0,165976.0,171034.0,176832.0,178080.0,184221.0,190993.0,199870.0,193442.0,189739.0,197612.0,200997.0,203715.0,206340.0,207793.0,208081.0,198211.0,185603.0,185157.0,178085.0,183899.0,182088.0,188536.0,192396.0,195918.0,191378.0,Motor Gas excl Ethanol
5158,MS,NNTCB,187874.0,190591.0,199391.0,222937.0,250528.0,250626.0,284500.0,288650.0,319377.0,333993.0,369391.0,387779.0,387436.0,321528.0,283104.0,235345.0,203702.0,202631.0,208038.0,260547.0,270909.0,249062.0,276666.0,244281.0,276617.0,233010.0,220195.0,212336.0,216397.0,232394.0,261921.0,257004.0,250696.0,235310.0,266219.0,295377.0,277468.0,264210.0,252445.0,317777.0,312078.0,340904.0,354550.0,275147.0,290512.0,310713.0,315909.0,374990.0,364237.0,371245.0,444875.0,437873.0,499946.0,426902.0,439557.0,536996.0,561342.0,543743.0,Natural Gas
5160,MS,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.0,46014.0,43233.0,80577.0,101592.0,82824.0,78541.0,95750.0,85587.0,83019.0,100493.0,84196.0,96886.0,113467.0,96418.0,88075.0,111534.0,103635.0,105041.0,113625.0,106707.0,105172.0,108718.0,98164.0,98215.0,115033.0,100791.0,108164.0,76456.0,113523.0,107228.0,122511.0,61680.0,77027.0,Nuclear Electric Power
5165,MS,P1TCB,17935.0,17766.0,19594.0,29296.0,31612.0,31617.0,33414.0,48322.0,48799.0,51112.0,64090.0,64798.0,69546.0,76694.0,63604.0,59860.0,59212.0,61794.0,68661.0,62712.0,55802.0,37155.0,37338.0,43449.0,56660.0,43679.0,42333.0,48213.0,57156.0,53256.0,56819.0,52580.0,56489.0,53045.0,51422.0,51986.0,58898.0,61803.0,58258.0,59466.0,53675.0,53389.0,54226.0,63116.0,64166.0,66378.0,75118.0,75074.0,60402.0,52215.0,55838.0,58413.0,54058.0,51970.0,48049.0,51080.0,53394.0,54270.0,Other Petroleum
5191,MS,RETCB,46565.0,45532.0,44673.0,39154.0,38448.0,37759.0,37816.0,34261.0,35452.0,34609.0,33527.0,32841.0,32432.0,32195.0,31279.0,31152.0,34819.0,36230.0,37576.0,37510.0,38097.0,41070.0,44643.0,45071.0,50468.0,50892.0,49196.0,45439.0,47412.0,76403.0,84868.0,89510.0,90830.0,92918.0,95203.0,94383.0,85759.0,84291.0,64175.0,65132.0,75389.0,56085.0,49641.0,45346.0,61251.0,62796.0,63182.0,63930.0,49880.0,56254.0,74936.0,74769.0,86946.0,73419.0,75404.0,71017.0,72032.0,70153.0,Total Renewables
5196,MS,RFTCB,1955.0,2183.0,3009.0,5627.0,5094.0,3076.0,1289.0,1573.0,3740.0,4265.0,4417.0,7052.0,26983.0,48177.0,67575.0,75843.0,99295.0,130278.0,153143.0,140477.0,100658.0,65409.0,34333.0,14842.0,13415.0,8289.0,28043.0,12895.0,22299.0,22317.0,22996.0,29888.0,21385.0,56288.0,33872.0,16391.0,21946.0,33426.0,59770.0,36735.0,37129.0,62133.0,8601.0,22581.0,40541.0,20634.0,8917.0,9107.0,5578.0,4899.0,5731.0,5994.0,6877.0,4457.0,910.0,3103.0,3636.0,3952.0,Residual Fueal
5259,MT,BMTCB,7520.0,7342.0,7217.0,7418.0,8021.0,7813.0,7638.0,7353.0,7845.0,7431.0,6627.0,6721.0,6324.0,6516.0,5030.0,6223.0,7172.0,9053.0,10880.0,12310.0,11086.0,12633.0,12523.0,14047.0,14465.0,14550.0,20378.0,18024.0,18684.0,10810.0,11767.0,17218.0,10152.0,9794.0,10172.0,16550.0,15763.0,16223.0,14786.0,15397.0,15341.0,12031.0,11122.0,12072.0,12654.0,18732.0,18217.0,21813.0,20741.0,15339.0,15968.0,8332.0,7966.0,8939.0,9287.0,18553.0,19548.0,19331.0,Biomass
5271,MT,CLTCB,3999.0,5149.0,5670.0,5372.0,5811.0,5537.0,5805.0,5484.0,6719.0,9648.0,12023.0,11475.0,13182.0,15243.0,14717.0,18630.0,42179.0,57814.0,57597.0,63407.0,60228.0,62539.0,48650.0,42786.0,90265.0,99055.0,133247.0,132937.0,181480.0,179360.0,168848.0,184213.0,194093.0,161903.0,193689.0,175304.0,138751.0,162568.0,186099.0,186770.0,176779.0,184401.0,166322.0,188981.0,195620.0,199495.0,194307.0,202480.0,203260.0,172812.0,203339.0,165687.0,157308.0,166104.0,175357.0,178421.0,161938.0,156073.0,Coal
5279,MT,DFTCB,28528.0,30744.0,32321.0,31415.0,33217.0,28901.0,33171.0,19769.0,23957.0,27035.0,28114.0,33292.0,36147.0,40711.0,45666.0,44190.0,48997.0,48101.0,47954.0,52641.0,43740.0,37683.0,33946.0,51629.0,47537.0,60837.0,38567.0,36251.0,35407.0,42731.0,42406.0,42058.0,39818.0,42611.0,42956.0,46844.0,46969.0,52594.0,45757.0,46095.0,46953.0,49323.0,47398.0,46280.0,58108.0,66706.0,70980.0,80280.0,74383.0,66616.0,56907.0,60890.0,57833.0,60788.0,56587.0,48745.0,50105.0,51886.0,Distillate Fuel Oil
5315,MT,HLTCB,2822.0,3292.0,3140.0,2935.0,3545.0,3547.0,4468.0,6067.0,6450.0,6444.0,5045.0,5328.0,6471.0,5696.0,5575.0,5208.0,5393.0,5193.0,6338.0,4091.0,6691.0,3805.0,5333.0,5588.0,3769.0,5710.0,5530.0,6314.0,5607.0,6005.0,6402.0,3974.0,3801.0,7820.0,3920.0,3398.0,5812.0,1028.0,998.0,1981.0,4989.0,5265.0,5622.0,8179.0,9090.0,9314.0,9119.0,11194.0,11340.0,9916.0,9023.0,9716.0,7954.0,7693.0,8823.0,8981.0,8060.0,8979.0,HGL
5320,MT,HYTCB,62415.0,69208.0,67678.0,63011.0,71354.0,87692.0,82695.0,90810.0,92806.0,98712.0,91769.0,100529.0,98024.0,78121.0,101543.0,105784.0,128649.0,88278.0,121308.0,107096.0,103522.0,118359.0,114163.0,121624.0,116014.0,106294.0,113416.0,92992.0,85043.0,99844.0,111476.0,124919.0,85537.0,99112.0,84070.0,110811.0,142640.0,136921.0,113370.0,141344.0,98167.0,68337.0,97324.0,88105.0,88702.0,95864.0,100481.0,92557.0,98536.0,92778.0,91849.0,122382.0,107373.0,91959.0,109201.0,92144.0,93082.0,100850.0,Hydroelectric Power
5327,MT,JFTCB,1425.0,1509.0,1676.0,1843.0,1953.0,2103.0,2424.0,3170.0,3858.0,4487.0,3610.0,4279.0,4255.0,4235.0,4364.0,4581.0,4214.0,4322.0,3910.0,5093.0,5174.0,4493.0,3502.0,3658.0,3594.0,3799.0,4841.0,4038.0,4532.0,4180.0,3968.0,3476.0,4810.0,5030.0,4777.0,5881.0,5650.0,4493.0,4523.0,4739.0,4234.0,4289.0,4354.0,4717.0,5716.0,6307.0,5925.0,5817.0,4719.0,4492.0,5264.0,5212.0,5306.0,4960.0,5523.0,5404.0,5397.0,6264.0,Jet Fuel
5350,MT,MMTCB,36362.0,36660.0,39673.0,39297.0,38736.0,40495.0,41776.0,42572.0,45099.0,45897.0,48655.0,49874.0,53247.0,57167.0,55419.0,55837.0,60962.0,58309.0,67287.0,58635.0,54716.0,56716.0,54783.0,55286.0,54901.0,53515.0,53360.0,53884.0,54847.0,54158.0,54254.0,54423.0,56346.0,57329.0,57860.0,58895.0,61242.0,59752.0,60297.0,61182.0,60073.0,60415.0,61593.0,61461.0,62175.0,60208.0,60934.0,60290.0,57073.0,57632.0,57905.0,56338.0,56777.0,57858.0,58554.0,60175.0,60933.0,60794.0,Motor Gas excl Ethanol
5360,MT,NNTCB,57638.0,61314.0,65680.0,66566.0,69486.0,70795.0,72116.0,64908.0,62835.0,78205.0,90601.0,91096.0,87020.0,93117.0,81667.0,81190.0,75412.0,71595.0,72686.0,69114.0,61453.0,53029.0,52782.0,46619.0,47098.0,47312.0,41148.0,39561.0,42872.0,46671.0,44378.0,46719.0,46615.0,54265.0,53315.0,59571.0,63251.0,61699.0,61398.0,63624.0,69590.0,66483.0,70992.0,70048.0,68567.0,71089.0,75135.0,75077.0,77645.0,76635.0,72888.0,79470.0,75234.0,82298.0,80063.0,77443.0,77589.0,83253.0,Natural Gas
5362,MT,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nuclear Electric Power
5367,MT,P1TCB,24863.0,28390.0,24091.0,27809.0,31416.0,27824.0,27214.0,32256.0,35501.0,35478.0,32771.0,32456.0,36973.0,37614.0,33184.0,31163.0,31515.0,32258.0,31114.0,29978.0,28057.0,25529.0,22429.0,23720.0,26012.0,27039.0,30709.0,32586.0,33733.0,35368.0,34040.0,30312.0,34565.0,32461.0,36884.0,39489.0,45627.0,41633.0,47300.0,59061.0,49175.0,37090.0,42358.0,36460.0,40782.0,39716.0,46538.0,48861.0,44901.0,43737.0,41763.0,45383.0,45147.0,42813.0,40483.0,43627.0,42870.0,44543.0,Other Petroleum
5393,MT,RETCB,69936.0,76550.0,74894.0,70429.0,79375.0,95505.0,90332.0,98163.0,100651.0,106143.0,98397.0,107251.0,104348.0,84637.0,106573.0,112007.0,135822.0,97331.0,132188.0,119406.0,114608.0,130992.0,126686.0,135671.0,130479.0,120845.0,133794.0,111016.0,103727.0,110781.0,123371.0,142264.0,95817.0,109033.0,94371.0,127489.0,158531.0,153272.0,128284.0,157020.0,113793.0,80653.0,108731.0,100455.0,101638.0,114893.0,123318.0,119571.0,125419.0,116436.0,117206.0,143441.0,127770.0,118090.0,137713.0,129429.0,132835.0,140645.0,Total Renewables
5398,MT,RFTCB,12972.0,16218.0,19188.0,17932.0,14461.0,7804.0,9173.0,7737.0,9490.0,9780.0,7974.0,7932.0,9234.0,11098.0,14219.0,13694.0,15878.0,15753.0,15728.0,36292.0,25305.0,15681.0,10107.0,8212.0,5020.0,836.0,296.0,144.0,1391.0,1134.0,1367.0,912.0,556.0,4274.0,2319.0,1485.0,1137.0,1019.0,668.0,127.0,4.0,16.0,247.0,39.0,265.0,668.0,787.0,0.0,0.0,373.0,4.0,27.0,1.0,6.0,17.0,0.0,0.0,0.0,Residual Fueal
5461,NC,BMTCB,73725.0,70411.0,69423.0,70745.0,69084.0,67314.0,68730.0,66084.0,68041.0,67728.0,65900.0,66148.0,68940.0,68892.0,67660.0,66411.0,78341.0,91398.0,102371.0,109678.0,78918.0,77650.0,86826.0,85048.0,93651.0,94794.0,87782.0,81741.0,85442.0,94410.0,97501.0,76354.0,100004.0,105849.0,113339.0,111566.0,112242.0,109801.0,104168.0,104616.0,107174.0,104708.0,94913.0,115533.0,92737.0,92954.0,101000.0,86976.0,136195.0,128066.0,141901.0,148696.0,147748.0,155198.0,153083.0,145348.0,142813.0,148964.0,Biomass
5473,NC,CLTCB,231342.0,244241.0,260487.0,282911.0,295013.0,325866.0,380312.0,405418.0,446588.0,472767.0,491383.0,484598.0,492784.0,531706.0,522825.0,476522.0,544481.0,548103.0,499873.0,558638.0,624696.0,655284.0,622104.0,594999.0,558943.0,550505.0,583153.0,500936.0,515435.0,591439.0,568294.0,567411.0,649160.0,689419.0,632792.0,662870.0,744253.0,765927.0,754322.0,742398.0,786114.0,756311.0,770928.0,771618.0,782692.0,811939.0,777871.0,827974.0,794693.0,678673.0,749091.0,624783.0,534713.0,493771.0,501592.0,405525.0,381761.0,350286.0,Coal
5481,NC,DFTCB,78319.0,78435.0,91508.0,93214.0,95231.0,100084.0,119543.0,117742.0,114358.0,116764.0,131714.0,125721.0,134355.0,146540.0,132246.0,123831.0,141037.0,158883.0,143496.0,171453.0,140477.0,123639.0,117541.0,143554.0,157577.0,153138.0,167675.0,176781.0,194955.0,161751.0,152552.0,147417.0,156264.0,155193.0,168424.0,182725.0,189667.0,190452.0,193748.0,182549.0,210708.0,212948.0,198336.0,208121.0,213196.0,212012.0,207102.0,205231.0,176790.0,179595.0,184886.0,178839.0,166314.0,174570.0,185581.0,191494.0,190575.0,190039.0,Distillate Fuel Oil
5517,NC,HLTCB,10080.0,10015.0,11892.0,13325.0,14491.0,16023.0,17083.0,16962.0,17067.0,19315.0,20717.0,20252.0,22234.0,22523.0,21582.0,23618.0,25695.0,23130.0,27915.0,28822.0,29204.0,27441.0,25133.0,25425.0,24884.0,27470.0,26780.0,32418.0,29014.0,34716.0,32699.0,37770.0,40832.0,43433.0,45374.0,44679.0,51068.0,57575.0,48188.0,43853.0,51712.0,50960.0,46367.0,44666.0,45408.0,48931.0,48042.0,44384.0,49383.0,45332.0,48922.0,43494.0,37124.0,33465.0,39712.0,36003.0,30422.0,30799.0,HGL
5522,NC,HYTCB,53782.0,50281.0,57979.0,45736.0,62661.0,56294.0,45605.0,52532.0,49104.0,51767.0,45896.0,62001.0,66816.0,73898.0,71948.0,73417.0,58632.0,55167.0,56802.0,81961.0,56992.0,30631.0,56538.0,64610.0,66493.0,42766.0,26330.0,53146.0,29871.0,72984.0,70936.0,61052.0,59657.0,51412.0,74196.0,56931.0,61546.0,57457.0,58512.0,37674.0,32009.0,26821.0,35525.0,72910.0,54439.0,53960.0,38079.0,29495.0,29894.0,50471.0,46405.0,37828.0,35475.0,65838.0,45230.0,44191.0,40779.0,35175.0,Hydroelectric Power
5529,NC,JFTCB,18244.0,18642.0,20716.0,21790.0,22356.0,19703.0,21064.0,24369.0,28541.0,26979.0,25744.0,25918.0,22603.0,21394.0,21331.0,20821.0,20329.0,22405.0,23809.0,23800.0,28680.0,29380.0,31794.0,35583.0,35500.0,37024.0,39696.0,43193.0,46372.0,42821.0,30817.0,24297.0,25964.0,27231.0,24526.0,28044.0,51749.0,40571.0,38337.0,38566.0,41263.0,34311.0,27357.0,29744.0,30602.0,41765.0,30182.0,40601.0,29626.0,10509.0,9230.0,10196.0,22221.0,57433.0,48930.0,20467.0,14942.0,15318.0,Jet Fuel
5552,NC,MMTCB,188450.0,200215.0,203036.0,212873.0,218699.0,226635.0,239603.0,251384.0,265615.0,281417.0,295998.0,308243.0,332986.0,346110.0,348610.0,351608.0,367868.0,379768.0,395014.0,373770.0,347864.0,349405.0,345932.0,353009.0,367296.0,372206.0,388744.0,403003.0,414633.0,409074.0,407239.0,404721.0,405509.0,424562.0,434048.0,449634.0,456593.0,470539.0,486622.0,503885.0,505555.0,508912.0,517682.0,526011.0,539914.0,547142.0,548820.0,550161.0,558549.0,511521.0,511160.0,491755.0,480509.0,489272.0,489510.0,513020.0,530536.0,528694.0,Motor Gas excl Ethanol
5562,NC,NNTCB,47032.0,52291.0,58346.0,64539.0,70932.0,78245.0,89442.0,100822.0,117794.0,140204.0,154856.0,164420.0,167831.0,165215.0,143722.0,116889.0,102996.0,73905.0,83695.0,133751.0,155149.0,154283.0,146759.0,141025.0,148682.0,138331.0,140256.0,153261.0,156550.0,166835.0,166744.0,172818.0,186902.0,192526.0,195303.0,212010.0,222106.0,223419.0,222659.0,224741.0,240727.0,215600.0,243143.0,227387.0,232214.0,237525.0,230169.0,244475.0,249654.0,252729.0,308710.0,311189.0,367948.0,445018.0,462289.0,516026.0,540271.0,519903.0,Natural Gas
5564,NC,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15477.0,27744.0,60997.0,108501.0,74080.0,62997.0,68894.0,101057.0,134819.0,219376.0,205037.0,214610.0,298644.0,309008.0,309152.0,274130.0,317795.0,238255.0,249564.0,338080.0,377308.0,354142.0,340563.0,406822.0,392121.0,408054.0,394485.0,413784.0,426332.0,418065.0,417249.0,417016.0,420029.0,415742.0,427226.0,425810.0,424073.0,412722.0,420486.0,428474.0,440248.0,447500.0,443192.0,Nuclear Electric Power
5569,NC,P1TCB,94900.0,103546.0,112197.0,105201.0,99450.0,102471.0,105250.0,102903.0,110340.0,105784.0,101493.0,101652.0,96784.0,90848.0,75233.0,67527.0,71045.0,78350.0,75825.0,62467.0,55716.0,45981.0,43730.0,44788.0,70583.0,65775.0,68039.0,66531.0,76248.0,62374.0,55350.0,53563.0,58771.0,59091.0,57292.0,70867.0,60697.0,61552.0,71044.0,67036.0,66007.0,70549.0,61618.0,60645.0,64706.0,62200.0,57426.0,56737.0,46472.0,35863.0,47338.0,40871.0,45661.0,41084.0,41919.0,40054.0,49953.0,52779.0,Other Petroleum
5595,NC,RETCB,127507.0,120692.0,127402.0,116481.0,131745.0,123608.0,114335.0,118616.0,117146.0,119495.0,111796.0,128148.0,135756.0,142789.0,139607.0,139828.0,136973.0,146565.0,159172.0,191639.0,135910.0,108282.0,143364.0,149658.0,160144.0,137560.0,114112.0,134887.0,115314.0,167662.0,168721.0,137701.0,159968.0,157578.0,187840.0,168810.0,174111.0,167585.0,163009.0,142632.0,139510.0,131866.0,130783.0,188847.0,147611.0,147426.0,139699.0,117203.0,167020.0,179706.0,189666.0,188010.0,186164.0,226158.0,207178.0,204376.0,218014.0,238544.0,Total Renewables
5600,NC,RFTCB,28937.0,30186.0,23293.0,20836.0,23426.0,29695.0,33085.0,33730.0,29376.0,37818.0,42611.0,65439.0,99772.0,99915.0,86126.0,48907.0,80413.0,92324.0,77674.0,75428.0,56947.0,35339.0,36186.0,36475.0,49708.0,39185.0,39848.0,39486.0,38471.0,34359.0,36824.0,38178.0,46811.0,50199.0,39605.0,39377.0,42954.0,37719.0,30703.0,27436.0,31242.0,22775.0,24971.0,30829.0,37159.0,35006.0,26549.0,23616.0,22747.0,17472.0,13447.0,7611.0,2879.0,1254.0,1069.0,533.0,494.0,698.0,Residual Fueal
