,State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Energy_Type
2689,ID,HLTCB,1743.0,1930.0,2011.0,2043.0,2480.0,2143.0,2361.0,3597.0,4068.0,4155.0,4018.0,4451.0,5330.0,4533.0,4665.0,4448.0,4777.0,4504.0,4994.0,4179.0,3627.0,3197.0,3728.0,3875.0,2463.0,2848.0,2704.0,2291.0,2761.0,3123.0,2268.0,2989.0,2463.0,2510.0,2393.0,2801.0,9350.0,2099.0,1528.0,3632.0,7725.0,5708.0,3541.0,3305.0,5392.0,5694.0,5916.0,6221.0,6051.0,5392.0,5300.0,5868.0,5281.0,6550.0,5294.0,4827.0,5250.0,6077.0,HGL
2694,ID,HYTCB,66333.0,59590.0,63159.0,62667.0,65833.0,69417.0,71110.0,71952.0,70145.0,65608.0,74260.0,78264.0,81408.0,86007.0,101140.0,106908.0,107589.0,70428.0,102269.0,94885.0,98760.0,99374.0,121177.0,134351.0,137756.0,113491.0,126946.0,84444.0,69638.0,97532.0,94814.0,91266.0,68815.0,100157.0,81663.0,113322.0,137349.0,149882.0,131904.0,138042.0,111871.0,74637.0,89210.0,84585.0,84752.0,85413.0,111513.0,89170.0,92258.0,101838.0,89309.0,130241.0,104109.0,80845.0,85611.0,81603.0,83395.0,98306.0,Hydroelectric Power
2701,ID,JFTCB,4822.0,4858.0,5237.0,5325.0,5529.0,4668.0,4997.0,5520.0,6481.0,5874.0,5198.0,5457.0,5347.0,5133.0,5364.0,5181.0,5348.0,5352.0,5561.0,6226.0,6815.0,6701.0,5697.0,5216.0,5914.0,6095.0,6100.0,6316.0,6436.0,6782.0,6276.0,5256.0,5346.0,5915.0,6614.0,8610.0,4916.0,4308.0,4072.0,4854.0,4989.0,4103.0,4494.0,3890.0,4661.0,4641.0,5563.0,5120.0,4774.0,3267.0,3256.0,3605.0,4118.0,4252.0,4096.0,4655.0,5488.0,5333.0,Jet Fuel
2724,ID,MMTCB,36586.0,37394.0,38560.0,38517.0,39015.0,40205.0,41813.0,43185.0,44469.0,47479.0,50871.0,52633.0,55498.0,58008.0,56161.0,59297.0,63222.0,64332.0,67978.0,63846.0,58193.0,55279.0,53974.0,54550.0,55304.0,56058.0,57223.0,56350.0,58858.0,60550.0,60160.0,60987.0,62756.0,66560.0,67347.0,70329.0,73860.0,75274.0,79524.0,82639.0,80055.0,78527.0,80643.0,76451.0,77779.0,75705.0,80176.0,81292.0,77424.0,78028.0,80190.0,77013.0,79138.0,80341.0,81829.0,85326.0,88135.0,89891.0,Motor Gas excl Ethanol
2734,ID,NNTCB,22776.0,24808.0,26709.0,28366.0,33014.0,36092.0,38992.0,35929.0,40387.0,42389.0,49411.0,53152.0,60084.0,59296.0,55285.0,63776.0,49843.0,48269.0,46570.0,56792.0,51646.0,48107.0,42849.0,36833.0,40341.0,41115.0,35450.0,37780.0,41551.0,46904.0,46786.0,52741.0,50382.0,58294.0,59069.0,65687.0,69191.0,70801.0,71912.0,73361.0,74518.0,81804.0,73482.0,71754.0,78273.0,78118.0,79041.0,83904.0,90550.0,87072.0,85075.0,83947.0,90339.0,107089.0,93610.0,107871.0,110344.0,116017.0,Natural Gas
2736,ID,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nuclear Electric Power
2741,ID,P1TCB,5480.0,7122.0,9247.0,7809.0,7996.0,9572.0,9307.0,8715.0,9276.0,12030.0,10711.0,9845.0,11639.0,10978.0,9295.0,8252.0,8614.0,8798.0,9425.0,8260.0,7209.0,5332.0,5145.0,5837.0,4531.0,5639.0,5076.0,4860.0,4052.0,6910.0,9883.0,7886.0,10877.0,11670.0,13452.0,14910.0,15067.0,15505.0,21949.0,21947.0,21916.0,13812.0,19092.0,6397.0,13146.0,12963.0,14934.0,11681.0,14508.0,9417.0,10007.0,9386.0,8697.0,8093.0,8248.0,11281.0,7846.0,7375.0,Other Petroleum
2767,ID,RETCB,77688.0,70403.0,73984.0,73227.0,76892.0,79778.0,81379.0,82252.0,80804.0,76228.0,85735.0,89445.0,92776.0,97216.0,111472.0,118011.0,121380.0,85968.0,119334.0,113729.0,113407.0,115694.0,137262.0,152320.0,156188.0,132234.0,146356.0,101447.0,87409.0,124844.0,119701.0,116219.0,95136.0,125883.0,106260.0,139475.0,164045.0,179013.0,159820.0,167399.0,141037.0,104603.0,113187.0,108866.0,112076.0,122254.0,147635.0,127359.0,132813.0,136226.0,131969.0,177271.0,155902.0,140004.0,155236.0,153868.0,152298.0,173095.0,Total Renewables
2772,ID,RFTCB,1291.0,2702.0,1403.0,1645.0,2715.0,2239.0,1352.0,892.0,1308.0,2586.0,1739.0,1771.0,1531.0,1517.0,3692.0,4297.0,4848.0,4339.0,5696.0,7679.0,3852.0,342.0,1351.0,652.0,398.0,540.0,127.0,401.0,354.0,284.0,293.0,277.0,135.0,236.0,130.0,46.0,41.0,14.0,29.0,38.0,12.0,142.0,503.0,2.0,0.0,1390.0,911.0,232.0,0.0,51.0,132.0,41.0,17.0,0.0,0.0,0.0,24.0,0.0,Residual Fueal
2835,IL,BMTCB,31033.0,30135.0,30865.0,32563.0,32631.0,33209.0,35275.0,35570.0,38299.0,39935.0,39317.0,39199.0,39932.0,42523.0,42652.0,41624.0,46126.0,49962.0,61593.0,63281.0,90927.0,98923.0,107137.0,125003.0,123273.0,128846.0,139818.0,150417.0,159343.0,130459.0,101160.0,107182.0,112998.0,96425.0,99239.0,96147.0,81943.0,89677.0,89509.0,91739.0,95574.0,98429.0,109057.0,124112.0,122403.0,103506.0,97507.0,112657.0,126903.0,147147.0,151867.0,136437.0,133280.0,136125.0,139110.0,136859.0,142893.0,147487.0,Biomass
2847,IL,CLTCB,914648.0,899157.0,912473.0,912344.0,944485.0,1014492.0,1072076.0,1030722.0,1006199.0,1012703.0,920303.0,843847.0,852205.0,884606.0,874930.0,845574.0,862231.0,860555.0,841562.0,845402.0,844481.0,796603.0,778512.0,848229.0,833205.0,811110.0,804201.0,783231.0,745182.0,720967.0,748159.0,757572.0,698647.0,812832.0,825387.0,826679.0,919858.0,974920.0,949046.0,958832.0,1016555.0,983729.0,986832.0,1010087.0,1069538.0,1047532.0,1045398.0,1091382.0,1103163.0,1014972.0,1069037.0,1052224.0,969294.0,1026925.0,1017855.0,850430.0,702467.0,685000.0,Coal
2855,IL,DFTCB,248096.0,247129.0,241713.0,240593.0,242747.0,238890.0,228192.0,227842.0,250026.0,256112.0,259182.0,288351.0,314179.0,308634.0,306879.0,298528.0,333582.0,332134.0,345286.0,283493.0,213803.0,201024.0,189710.0,202638.0,217142.0,189809.0,206422.0,207432.0,200165.0,207093.0,251797.0,209110.0,207487.0,218696.0,184856.0,205500.0,215357.0,218214.0,235788.0,252322.0,249900.0,245535.0,231586.0,280149.0,271969.0,279812.0,285220.0,285101.0,276672.0,251882.0,251804.0,268920.0,252086.0,267032.0,285060.0,314050.0,296753.0,304268.0,Distillate Fuel Oil
2891,IL,HLTCB,56961.0,57062.0,62454.0,66798.0,65218.0,71437.0,80373.0,89477.0,95529.0,108217.0,105960.0,107675.0,121888.0,125918.0,129388.0,127608.0,143908.0,140966.0,140564.0,185091.0,138395.0,120631.0,94539.0,95011.0,90979.0,94857.0,114635.0,148481.0,160081.0,45207.0,44611.0,51879.0,44935.0,76150.0,87769.0,91221.0,88877.0,87961.0,56602.0,80907.0,71633.0,64900.0,71953.0,55621.0,62468.0,72118.0,73470.0,74445.0,75535.0,73676.0,77601.0,73592.0,69818.0,71753.0,76575.0,70318.0,68405.0,69709.0,HGL
2896,IL,HYTCB,1986.0,2101.0,1999.0,1855.0,1860.0,1827.0,1804.0,1874.0,1731.0,1781.0,1747.0,1429.0,1557.0,1339.0,1300.0,1274.0,1345.0,1351.0,1332.0,1345.0,1438.0,1399.0,1297.0,1414.0,1468.0,1422.0,1477.0,1116.0,671.0,1038.0,1497.0,1403.0,1441.0,1342.0,1244.0,1278.0,1092.0,992.0,1404.0,1453.0,1467.0,1488.0,1311.0,1402.0,1538.0,1290.0,1719.0,1519.0,1365.0,1331.0,1157.0,1365.0,1058.0,1148.0,1258.0,1160.0,1226.0,1153.0,Hydroelectric Power
2903,IL,JFTCB,24435.0,31699.0,42721.0,52519.0,56480.0,68786.0,70807.0,95433.0,113893.0,120894.0,128157.0,136048.0,157649.0,164788.0,142544.0,140241.0,144486.0,153644.0,153665.0,137790.0,111291.0,95786.0,94161.0,90212.0,15014.0,15375.0,11455.0,11124.0,22224.0,25301.0,22258.0,36343.0,41812.0,51856.0,54438.0,58738.0,68471.0,70887.0,74641.0,103450.0,128702.0,105827.0,77014.0,75780.0,122172.0,224108.0,162039.0,167682.0,158721.0,141578.0,144846.0,144288.0,139866.0,137555.0,138153.0,150729.0,161010.0,159741.0,Jet Fuel
2926,IL,MMTCB,409872.0,417025.0,432736.0,442163.0,447701.0,466302.0,486050.0,495814.0,529010.0,542993.0,562514.0,568874.0,598106.0,625255.0,608445.0,623201.0,644625.0,655289.0,685686.0,625699.0,572902.0,563627.0,552456.0,561835.0,551978.0,583680.0,570689.0,580497.0,609602.0,606972.0,556545.0,548307.0,558376.0,557416.0,562231.0,563739.0,570434.0,574126.0,572870.0,598140.0,600087.0,602651.0,612464.0,605226.0,620643.0,616854.0,620193.0,605008.0,569921.0,561816.0,551067.0,525900.0,516163.0,518320.0,519109.0,531239.0,544213.0,540246.0,Motor Gas excl Ethanol
2936,IL,NNTCB,536127.0,576551.0,624035.0,655743.0,737326.0,778662.0,868621.0,979649.0,1027219.0,1121210.0,1203225.0,1260009.0,1237471.0,1176722.0,1175830.0,1123588.0,1204616.0,1199778.0,1196435.0,1170615.0,1076174.0,1053097.0,996628.0,956269.0,1056089.0,979924.0,920227.0,873837.0,972786.0,1007747.0,951868.0,999478.0,1003295.0,1043124.0,1038608.0,1093289.0,1136534.0,1095556.0,975542.0,1011875.0,1040261.0,958425.0,1051213.0,1001534.0,955972.0,972710.0,896138.0,968652.0,1003219.0,956553.0,962240.0,986310.0,939024.0,1063511.0,1108134.0,1011357.0,1045034.0,1034951.0,Natural Gas
2938,IL,NUETB,2958.0,6144.0,13870.0,11093.0,11710.0,11393.0,16358.0,9325.0,10380.0,9111.0,27600.0,47396.0,141019.0,218614.0,218667.0,245760.0,292243.0,307424.0,360238.0,298772.0,302604.0,325199.0,305891.0,305571.0,379243.0,415387.0,450809.0,524124.0,733298.0,791821.0,760711.0,753444.0,772156.0,823235.0,759385.0,824598.0,732840.0,535916.0,583254.0,854224.0,932749.0,964500.0,948761.0,987308.0,959869.0,973293.0,982498.0,1004100.0,994526.0,998562.0,1005374.0,1002694.0,1010189.0,1014926.0,1023496.0,1017377.0,1031331.0,1016522.0,Nuclear Electric Power
2943,IL,P1TCB,195790.0,184167.0,180709.0,182310.0,216554.0,226331.0,229068.0,222439.0,240038.0,236453.0,255628.0,240067.0,261909.0,293938.0,271145.0,255143.0,248179.0,257627.0,268494.0,263842.0,233733.0,152295.0,139188.0,161514.0,161176.0,164283.0,155876.0,168413.0,177991.0,194676.0,203194.0,185015.0,211092.0,184421.0,202384.0,192896.0,214224.0,209555.0,217995.0,234828.0,202103.0,191462.0,200565.0,207511.0,198385.0,207207.0,197929.0,191002.0,192221.0,169710.0,166331.0,159850.0,155615.0,165160.0,162931.0,166068.0,169074.0,166648.0,Other Petroleum
2969,IL,RETCB,33020.0,32237.0,32864.0,34418.0,34491.0,35036.0,37080.0,37444.0,40029.0,41716.0,41064.0,40628.0,41490.0,43861.0,43952.0,42898.0,47471.0,51314.0,62925.0,64626.0,92366.0,100323.0,108434.0,126417.0,124741.0,130268.0,141294.0,151533.0,160014.0,131790.0,102981.0,108933.0,114816.0,98173.0,100880.0,97861.0,83498.0,91180.0,91481.0,93840.0,97688.0,100639.0,111211.0,126762.0,125972.0,107713.0,103546.0,122872.0,153751.0,178846.0,199724.0,201396.0,211473.0,232945.0,240190.0,242149.0,246635.0,265988.0,Total Renewables
2974,IL,RFTCB,166815.0,165399.0,156121.0,162335.0,134520.0,145176.0,137547.0,152198.0,152325.0,165928.0,175718.0,150319.0,188654.0,188821.0,185096.0,176926.0,156307.0,172075.0,186266.0,183426.0,177743.0,130714.0,97237.0,86132.0,61895.0,40918.0,52280.0,43785.0,37141.0,25315.0,22597.0,21679.0,14766.0,14293.0,16982.0,9157.0,12549.0,8991.0,6573.0,3362.0,7192.0,19966.0,2467.0,14006.0,9504.0,3316.0,1617.0,839.0,1192.0,238.0,204.0,188.0,212.0,461.0,139.0,102.0,621.0,1269.0,Residual Fueal
3037,IN,BMTCB,23477.0,23062.0,23293.0,23463.0,22696.0,22081.0,23325.0,22475.0,23233.0,23801.0,23295.0,22643.0,26828.0,27118.0,27370.0,26719.0,31049.0,34870.0,42076.0,47318.0,51217.0,53864.0,54622.0,63524.0,60559.0,65218.0,66688.0,71478.0,75580.0,64821.0,55709.0,57183.0,56616.0,48311.0,46872.0,49123.0,44255.0,40412.0,38669.0,42374.0,41611.0,46061.0,49816.0,51496.0,51699.0,56936.0,47177.0,58748.0,87913.0,94504.0,102130.0,108555.0,105085.0,109610.0,114594.0,119075.0,121212.0,119034.0,Biomass
3049,IN,CLTCB,794942.0,798090.0,785052.0,815496.0,860401.0,900562.0,967518.0,930848.0,961526.0,996123.0,1006824.0,942253.0,1050876.0,1097874.0,1038072.0,1061168.0,1062942.0,1109953.0,1074576.0,1171644.0,1156965.0,1150611.0,1007163.0,1105128.0,1209499.0,1193273.0,1130131.0,1166555.0,1267244.0,1292598.0,1361800.0,1338976.0,1291098.0,1319875.0,1297228.0,1344410.0,1374505.0,1423469.0,1447976.0,1477167.0,1595037.0,1569235.0,1547530.0,1570700.0,1614210.0,1594399.0,1587100.0,1572084.0,1558078.0,1365413.0,1449371.0,1333442.0,1193465.0,1198611.0,1221492.0,1007472.0,948386.0,929271.0,Coal
3057,IN,DFTCB,149743.0,149015.0,150655.0,150887.0,150955.0,151149.0,150689.0,152004.0,159252.0,171103.0,171133.0,178784.0,200372.0,203455.0,192638.0,190213.0,207733.0,216185.0,215433.0,210295.0,179383.0,168598.0,168055.0,161419.0,181944.0,180843.0,185088.0,190189.0,169579.0,196413.0,191974.0,187530.0,182307.0,188741.0,195902.0,194069.0,202031.0,214405.0,213715.0,228535.0,233443.0,191567.0,245334.0,270645.0,239471.0,254489.0,254216.0,249600.0,231165.0,201056.0,212698.0,224114.0,220280.0,238035.0,251982.0,245348.0,234610.0,214550.0,Distillate Fuel Oil
3093,IN,HLTCB,21990.0,21138.0,23133.0,25967.0,20791.0,25453.0,29525.0,32483.0,34980.0,36108.0,34202.0,34641.0,39663.0,40451.0,42324.0,46034.0,53827.0,60112.0,51836.0,34943.0,29338.0,26694.0,24907.0,25249.0,19683.0,18143.0,22536.0,22595.0,25049.0,30221.0,34650.0,34388.0,25966.0,28533.0,26480.0,25220.0,31856.0,27781.0,20155.0,25272.0,31350.0,23186.0,32148.0,33640.0,30293.0,25584.0,23669.0,27572.0,28891.0,30120.0,26223.0,25996.0,20841.0,25245.0,24497.0,19845.0,18445.0,17844.0,HGL
3098,IN,HYTCB,1079.0,1137.0,796.0,544.0,472.0,979.0,990.0,4888.0,5444.0,6170.0,5199.0,4513.0,3998.0,4984.0,4647.0,4623.0,4972.0,3898.0,3737.0,4540.0,4928.0,5317.0,4473.0,4401.0,4548.0,4451.0,5285.0,5279.0,4553.0,4697.0,4588.0,4164.0,5817.0,4623.0,4197.0,4818.0,4636.0,5736.0,4881.0,4162.0,6001.0,5897.0,4184.0,4293.0,4444.0,4382.0,4855.0,4447.0,4304.0,4914.0,4426.0,3972.0,4125.0,3692.0,3530.0,3553.0,3935.0,2820.0,Hydroelectric Power
3105,IN,JFTCB,7127.0,7751.0,8981.0,9855.0,10321.0,10161.0,10509.0,12849.0,14998.0,14583.0,14213.0,14995.0,15694.0,15907.0,14393.0,14602.0,14636.0,14928.0,13956.0,14466.0,11996.0,15928.0,24488.0,24702.0,87366.0,87375.0,105305.0,108294.0,93585.0,99343.0,101264.0,97474.0,90535.0,92661.0,97990.0,98335.0,71303.0,62347.0,54749.0,63492.0,79413.0,66694.0,61109.0,53057.0,48526.0,39408.0,44595.0,42240.0,35514.0,42255.0,43109.0,51237.0,48301.0,46721.0,46653.0,46383.0,50198.0,55114.0,Jet Fuel
3128,IN,MMTCB,229006.0,228155.0,236014.0,240667.0,242522.0,252413.0,263793.0,267601.0,286102.0,297807.0,309429.0,316482.0,333384.0,347131.0,337767.0,339551.0,353654.0,354270.0,370797.0,343388.0,316188.0,321250.0,296668.0,301743.0,304973.0,304340.0,315141.0,332599.0,336930.0,324116.0,325316.0,322022.0,325552.0,335671.0,342387.0,357095.0,358646.0,358185.0,380695.0,368618.0,374415.0,381966.0,375877.0,388225.0,389404.0,387136.0,386358.0,377509.0,356537.0,352845.0,355600.0,339463.0,336288.0,340239.0,339865.0,353481.0,357193.0,355608.0,Motor Gas excl Ethanol
3138,IN,NNTCB,219758.0,248273.0,281781.0,297815.0,333685.0,357502.0,399896.0,434632.0,454467.0,531512.0,548640.0,570398.0,580410.0,541215.0,530276.0,472567.0,420969.0,394286.0,436149.0,499345.0,482288.0,487854.0,471776.0,425164.0,451395.0,433689.0,396365.0,412377.0,459359.0,465877.0,456002.0,460594.0,485267.0,521235.0,523523.0,538395.0,576285.0,559146.0,527435.0,558192.0,576102.0,505274.0,538368.0,566838.0,526391.0,535512.0,499753.0,543800.0,555489.0,511289.0,577423.0,635117.0,654528.0,680051.0,723942.0,735055.0,779945.0,747968.0,Natural Gas
3140,IN,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nuclear Electric Power
3145,IN,P1TCB,110580.0,110182.0,117141.0,119993.0,124162.0,126310.0,128358.0,120232.0,133455.0,131191.0,140708.0,146355.0,143808.0,156739.0,149941.0,129937.0,124392.0,133910.0,149245.0,133776.0,113980.0,103451.0,95060.0,104467.0,107795.0,98017.0,102870.0,122345.0,126932.0,121822.0,138673.0,121618.0,129524.0,137419.0,148075.0,122626.0,142852.0,147133.0,139679.0,155259.0,126605.0,134936.0,135462.0,137487.0,152248.0,147724.0,144693.0,133919.0,121777.0,121761.0,103922.0,101295.0,86738.0,102507.0,100758.0,112544.0,95012.0,88852.0,Other Petroleum
3171,IN,RETCB,24556.0,24199.0,24089.0,24007.0,23168.0,23060.0,24315.0,27363.0,28677.0,29971.0,28494.0,27156.0,30826.0,32102.0,32017.0,31342.0,36021.0,38768.0,45814.0,51858.0,56145.0,59181.0,59095.0,67925.0,65106.0,69669.0,71973.0,76758.0,80134.0,69984.0,60812.0,61906.0,63036.0,53578.0,51764.0,54693.0,49717.0,47036.0,44517.0,47598.0,48674.0,53112.0,55259.0,57431.0,57965.0,63421.0,54429.0,66013.0,97848.0,117153.0,139723.0,149114.0,144588.0,151650.0,157222.0,171064.0,177417.0,176422.0,Total Renewables
3176,IN,RFTCB,82209.0,76989.0,67415.0,67886.0,71577.0,81939.0,76316.0,72125.0,72658.0,60329.0,61416.0,78015.0,90900.0,98404.0,114508.0,94349.0,123188.0,131464.0,128318.0,113897.0,91882.0,47546.0,29424.0,18895.0,13254.0,23687.0,27083.0,22595.0,19678.0,20294.0,24061.0,20242.0,25565.0,18148.0,18860.0,11526.0,8349.0,9295.0,7303.0,3531.0,4823.0,3548.0,2633.0,2848.0,5083.0,5391.0,6919.0,3804.0,4637.0,1492.0,1284.0,1574.0,1416.0,926.0,905.0,1064.0,1739.0,3631.0,Residual Fueal
3239,KS,BMTCB,3912.0,3684.0,3508.0,3624.0,3534.0,3358.0,3391.0,3252.0,3353.0,3214.0,3659.0,3866.0,5654.0,5999.0,5846.0,5763.0,6472.0,6820.0,7491.0,7891.0,9002.0,8403.0,10323.0,10649.0,14596.0,14750.0,21730.0,20424.0,21607.0,17552.0,13652.0,14097.0,14026.0,13322.0,12823.0,12656.0,11467.0,9977.0,9495.0,9731.0,9482.0,9929.0,14324.0,17628.0,15318.0,17863.0,17327.0,23274.0,39419.0,37082.0,40486.0,41842.0,38714.0,40836.0,45882.0,44183.0,43583.0,42817.0,Biomass
3251,KS,CLTCB,15724.0,13478.0,14595.0,16716.0,14827.0,15282.0,13680.0,12231.0,12740.0,9771.0,10701.0,10817.0,12416.0,24625.0,39107.0,62280.0,73379.0,89517.0,136849.0,147482.0,191574.0,212932.0,212511.0,231156.0,274843.0,259501.0,251692.0,267406.0,269294.0,267926.0,271741.0,268537.0,253303.0,302570.0,300955.0,289709.0,338314.0,310907.0,309382.0,329308.0,362797.0,354647.0,391664.0,389464.0,385498.0,379823.0,364212.0,396333.0,371804.0,356079.0,359908.0,346521.0,307585.0,326817.0,316572.0,273416.0,253121.0,216747.0,Coal
3259,KS,DFTCB,27607.0,30116.0,30421.0,32443.0,31652.0,30621.0,35668.0,33922.0,38605.0,37327.0,43979.0,48840.0,52480.0,60014.0,62781.0,65667.0,70311.0,72555.0,83005.0,113911.0,86003.0,78134.0,80464.0,81600.0,86001.0,86804.0,82883.0,99419.0,97574.0,93754.0,97258.0,91012.0,86761.0,93290.0,85477.0,106059.0,96436.0,95302.0,92695.0,91123.0,86406.0,90483.0,95192.0,99507.0,99810.0,105579.0,110076.0,112158.0,116199.0,112481.0,110569.0,107436.0,108057.0,125117.0,139831.0,129534.0,119277.0,121136.0,Distillate Fuel Oil
3295,KS,HLTCB,21396.0,22082.0,24158.0,25664.0,22787.0,24963.0,24188.0,27032.0,29901.0,32841.0,30379.0,29443.0,31353.0,31921.0,31635.0,33059.0,36969.0,37149.0,33332.0,35815.0,30439.0,26655.0,41964.0,42156.0,91701.0,84614.0,58376.0,57128.0,67246.0,67495.0,54271.0,46326.0,58670.0,28892.0,27485.0,17721.0,36835.0,51339.0,49868.0,76368.0,60812.0,39046.0,37669.0,59543.0,51933.0,10569.0,7174.0,60761.0,13846.0,13349.0,12403.0,11974.0,9614.0,11234.0,12072.0,11806.0,9095.0,9077.0,HGL
3300,KS,HYTCB,211.0,171.0,162.0,174.0,140.0,140.0,138.0,97.0,106.0,67.0,71.0,75.0,48.0,32.0,70.0,48.0,54.0,33.0,49.0,38.0,86.0,80.0,68.0,58.0,78.0,93.0,87.0,93.0,119.0,104.0,138.0,110.0,101.0,51.0,102.0,116.0,113.0,142.0,117.0,126.0,156.0,264.0,130.0,126.0,126.0,113.0,96.0,104.0,104.0,125.0,129.0,143.0,99.0,139.0,154.0,177.0,282.0,269.0,Hydroelectric Power
3307,KS,JFTCB,5097.0,5195.0,5583.0,5744.0,6697.0,5689.0,6207.0,8782.0,9524.0,9240.0,8587.0,8374.0,7974.0,7703.0,7723.0,7204.0,6812.0,7863.0,8351.0,10715.0,13788.0,13645.0,10190.0,8239.0,18696.0,24845.0,39691.0,24086.0,23424.0,21457.0,20719.0,18314.0,23197.0,20228.0,11013.0,13674.0,11390.0,12080.0,12242.0,19706.0,18339.0,12807.0,12107.0,18305.0,17602.0,9965.0,9937.0,8747.0,9839.0,13872.0,17205.0,16735.0,15641.0,10122.0,9315.0,9108.0,8724.0,7191.0,Jet Fuel
3330,KS,MMTCB,124558.0,126133.0,130654.0,132103.0,130133.0,134081.0,135903.0,139209.0,146565.0,149867.0,151545.0,153052.0,163237.0,164279.0,162841.0,168120.0,177813.0,174785.0,175953.0,167490.0,155407.0,153767.0,150170.0,150253.0,149704.0,148184.0,149462.0,152985.0,161891.0,156814.0,150373.0,147297.0,146145.0,148076.0,151111.0,152625.0,160927.0,159534.0,166212.0,174043.0,165669.0,157371.0,146098.0,166586.0,164964.0,143627.0,161251.0,159412.0,150217.0,152904.0,152253.0,146516.0,147186.0,147735.0,149282.0,145168.0,154046.0,147083.0,Motor Gas excl Ethanol
3340,KS,NNTCB,373664.0,364020.0,373666.0,367759.0,391306.0,440802.0,481093.0,446454.0,490591.0,540660.0,574542.0,605775.0,626853.0,597207.0,578795.0,490748.0,505408.0,497279.0,507973.0,571266.0,481990.0,422564.0,400519.0,345858.0,360762.0,354756.0,307990.0,343155.0,347982.0,338559.0,352645.0,373151.0,338755.0,386513.0,415552.0,367750.0,360921.0,338569.0,325041.0,302023.0,314868.0,273862.0,307432.0,284722.0,260117.0,258695.0,269274.0,291695.0,292523.0,292425.0,280413.0,285318.0,268086.0,288274.0,291483.0,280421.0,276404.0,278639.0,Natural Gas
3342,KS,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40960.0,73616.0,67572.0,70503.0,102753.0,83328.0,61422.0,88906.0,82977.0,89145.0,105723.0,86176.0,88469.0,109219.0,95687.0,94495.0,108050.0,94413.0,92648.0,105664.0,92055.0,97570.0,108762.0,88812.0,91710.0,99876.0,76585.0,86818.0,74902.0,89512.0,90254.0,86245.0,111367.0,Nuclear Electric Power
3347,KS,P1TCB,58654.0,60375.0,63261.0,62597.0,64063.0,74786.0,70660.0,64459.0,65166.0,66259.0,61335.0,61460.0,63847.0,72987.0,71839.0,70020.0,71411.0,77117.0,80122.0,81522.0,77604.0,56380.0,47835.0,49928.0,54063.0,46928.0,57298.0,59745.0,77502.0,69940.0,75037.0,62917.0,66166.0,59792.0,70456.0,63557.0,64007.0,54775.0,54401.0,55663.0,52243.0,69358.0,64614.0,61646.0,64081.0,59247.0,59341.0,58284.0,51951.0,52027.0,60339.0,52532.0,53661.0,50647.0,47963.0,49385.0,50557.0,49892.0,Other Petroleum
3373,KS,RETCB,4123.0,3855.0,3670.0,3798.0,3674.0,3499.0,3529.0,3349.0,3459.0,3280.0,3730.0,3941.0,5702.0,6031.0,5915.0,5811.0,6526.0,6852.0,7540.0,7928.0,9088.0,8483.0,10392.0,10707.0,14676.0,14844.0,21818.0,20517.0,21727.0,17714.0,13869.0,14307.0,14248.0,13513.0,13084.0,12949.0,11792.0,10349.0,9895.0,10142.0,9920.0,10907.0,19525.0,21888.0,19513.0,22792.0,27865.0,35423.0,57572.0,65980.0,74768.0,79163.0,89265.0,132005.0,150201.0,147916.0,175236.0,215635.0,Total Renewables
3378,KS,RFTCB,15106.0,9497.0,10092.0,10393.0,7351.0,6702.0,6730.0,8624.0,10501.0,9576.0,7086.0,5101.0,14187.0,15974.0,17546.0,40017.0,39106.0,39492.0,42570.0,29664.0,9420.0,6518.0,6460.0,12298.0,7257.0,540.0,3064.0,2217.0,5099.0,2309.0,1442.0,803.0,1122.0,2318.0,1178.0,194.0,1819.0,1614.0,1693.0,3584.0,5894.0,8180.0,6229.0,13577.0,13729.0,12918.0,3893.0,2919.0,7668.0,2796.0,2270.0,1721.0,1570.0,1105.0,1133.0,1529.0,3612.0,3774.0,Residual Fueal
